n,x,y,val,xT,yT,dP,lab
53,-16.04149,6.999405,0,-0.220439,-0.081702,4219,2
54,-16.046919,6.967471,0,-0.220439,-0.081702,4222,2
55,-16.044204,6.944244,0,-0.220439,-0.081702,4224,2
56,-16.038775,6.935533,0,-0.220439,-0.081702,4225,2
57,-16.033345,6.935533,0,-0.220439,-0.081702,4226,1
58,-16.033345,6.935533,0,-0.220439,-0.081702,4227,1
59,-16.033345,6.944244,0,-0.220439,-0.081702,4229,1
60,-16.033345,6.952955,0,-0.220439,-0.081702,4232,1
61,-16.027915,6.958761,0,-0.220439,-0.081702,4235,1
62,-16.0252,6.961665,0,-0.220439,-0.081702,4236,1
63,-16.022485,6.973278,0,-0.220439,-0.081702,4235,1
64,-16.022485,6.990697,0,-0.220439,-0.081702,4235,1
65,-16.022485,7.011017,0,-0.220439,-0.081702,4236,1
66,-16.0252,7.028432,0,-0.220439,-0.081702,4236,1
67,-16.0252,7.042945,0,-0.220439,-0.081702,4236,1
68,-16.022485,7.051651,0,-0.220439,-0.081702,4236,1
69,-16.019769,7.057456,0,-0.220439,-0.081702,4237,1
70,-16.019769,7.057456,0,-0.220439,-0.081702,4237,1
71,-16.014338,7.057456,0,-0.220439,-0.081702,4238,1
72,-16.011623,7.054554,0,-0.220439,-0.081702,4239,1
73,-16.006192,7.040042,0,-0.220439,-0.081702,4242,1
74,-16.003476,7.028432,0,-0.220439,-0.081702,4244,1
75,-16.00076,7.019725,0,-0.220439,-0.081702,4245,1
76,-16.00076,7.022627,0,-0.220439,-0.081702,4246,1
77,-16.00076,7.022627,0,-0.220439,-0.081702,4249,1
78,-16.00076,7.022627,0,-0.220439,-0.081702,4252,1
79,-16.00076,7.022627,0,-0.220439,-0.081702,4255,1
80,-16.00076,7.022627,0,-0.220439,-0.081702,4255,1
81,-16.00076,7.022627,0,-0.220439,-0.081702,4255,1
82,-16.006192,7.022627,0,-0.220439,-0.081702,4255,1
83,-16.011623,7.022627,0,-0.220439,-0.081702,4254,1
84,-16.011623,7.022627,0,-0.220439,-0.081702,4252,1
85,-16.006192,7.022627,0,-0.220439,-0.081702,4251,1
86,-16.00076,7.022627,0,-0.220439,-0.081702,4252,1
87,-15.995328,7.022627,0,-0.220439,-0.081702,4253,1
88,-15.995328,7.022627,0,-0.220439,-0.081702,4254,1
89,-15.998044,7.022627,0,-0.220439,-0.081702,4255,1
90,-15.998044,7.013919,0,-0.220439,-0.081702,4255,1
91,-16.00076,7.002308,0,-0.220439,-0.081702,4255,1
92,-16.00076,6.990697,0,-0.220439,-0.081702,4255,1
93,-16.00076,6.990697,0,-0.220439,-0.081702,4255,1
94,-15.998044,6.990697,0,-0.220439,-0.081702,4255,1
95,-15.992612,6.9936,0,-0.220439,-0.081702,4258,1
96,-15.989896,6.9936,0,-0.220439,-0.081702,4261,1
97,-15.992612,6.990697,0,-0.220439,-0.081702,4263,1
98,-15.998044,6.987794,0,-0.220439,-0.081702,4264,1
99,-16.006192,6.987794,0,-0.220439,-0.081702,4264,1
100,-16.006192,6.990697,0,-0.220439,-0.081702,4264,1
101,-16.006192,6.999405,0,-0.220439,-0.081702,4264,1
102,-16.00076,7.005211,0,-0.220439,-0.081702,4263,1
103,-15.992612,7.008114,0,-0.220439,-0.081702,4264,1
104,-15.98718,7.002308,0,-0.220439,-0.081702,4264,1
105,-15.979031,6.996502,0,-0.220439,-0.081702,4264,1
106,-15.979031,6.990697,0,-0.220439,-0.081702,4265,1
107,-15.979031,6.990697,0,-0.220439,-0.081702,4266,1
108,-15.979031,6.987794,0,-0.220439,-0.081702,4269,1
109,-15.979031,6.981987,0,-0.220439,-0.081702,4272,1
110,-15.979031,6.964568,0,-0.220439,-0.081702,4272,1
111,-15.981747,6.950051,0,-0.220439,-0.081702,4270,1
112,-15.973598,6.938437,0,-0.220439,-0.081702,4269,1
113,-15.965447,6.944244,0,-0.220439,-0.081702,4270,1
114,-15.960014,6.944244,0,-0.220439,-0.081702,4271,1
115,-15.962731,6.935533,0,-0.220439,-0.081702,4272,1
116,-15.965447,6.93263,0,-0.220439,-0.081702,4274,1
117,-15.965447,6.93263,0,-0.220439,-0.081702,4276,1
118,-15.965447,6.935533,0,-0.220439,-0.081702,4277,1
119,-15.962731,6.935533,0,-0.220439,-0.081702,4278,1
120,-15.962731,6.938437,0,-0.220439,-0.081702,4277,1
121,-15.960014,6.94134,0,-0.220439,-0.081702,4278,1
122,-15.965447,6.944244,0,-0.220439,-0.081702,4278,1
123,-15.970881,6.944244,0,-0.220439,-0.081702,4278,1
124,-15.973598,6.950051,0,-0.220439,-0.081702,4278,1
125,-15.968164,6.952955,0,-0.220439,-0.081702,4278,1
126,-15.965447,6.950051,0,-0.220439,-0.081702,4278,1
127,-15.965447,6.944244,0,-0.220439,-0.081702,4280,1
128,-15.962731,6.938437,0,-0.220439,-0.081702,4282,1
129,-15.957297,6.935533,0,-0.220439,-0.081702,4284,1
130,-15.960014,6.93263,0,-0.220439,-0.081702,4284,1
131,-15.960014,6.929726,0,-0.220439,-0.081702,4284,1
132,-15.962731,6.918111,0,-0.220439,-0.081702,4284,1
133,-15.968164,6.903591,0,-0.220439,-0.081702,4288,1
134,-15.968164,6.88907,0,-0.220439,-0.081702,4292,1
135,-15.970881,6.886166,0,-0.220439,-0.081702,4297,1
136,-15.970881,6.886166,0,-0.220439,-0.081702,4297,1
137,-15.970881,6.886166,0,-0.220439,-0.081702,4298,1
138,-15.970881,6.88907,0,-0.220439,-0.081702,4297,1
139,-15.968164,6.891974,0,-0.220439,-0.081702,4297,1
140,-15.968164,6.894878,0,-0.220439,-0.081702,4296,1
141,-15.968164,6.900687,0,-0.220439,-0.081702,4298,1
142,-15.973598,6.903591,0,-0.220439,-0.081702,4299,1
143,-15.973598,6.903591,0,-0.220439,-0.081702,4301,1
144,-15.976314,6.903591,0,-0.220439,-0.081702,4302,1
145,-15.973598,6.906495,0,-0.220439,-0.081702,4304,1
146,-15.970881,6.903591,0,-0.220439,-0.081702,4305,1
147,-15.968164,6.903591,0,-0.220439,-0.081702,4306,1
148,-15.965447,6.900687,0,-0.220439,-0.081702,4305,1
149,-15.960014,6.900687,0,-0.220439,-0.081702,4304,1
150,-15.957297,6.900687,0,-0.220439,-0.081702,4303,1
151,-15.95458,6.903591,0,-0.220439,-0.081702,4303,1
152,-15.95458,6.906495,0,-0.220439,-0.081702,4304,1
153,-15.951862,6.912303,0,-0.220439,-0.081702,4307,1
154,-15.951862,6.912303,0,-0.220439,-0.081702,4310,1
155,-15.949145,6.921014,0,-0.220439,-0.081702,4312,1
156,-15.951862,6.926822,0,-0.220439,-0.081702,4312,1
157,-15.957297,6.935533,0,-0.220439,-0.081702,4312,1
158,-15.960014,6.938437,0,-0.220439,-0.081702,4311,1
159,-15.951862,6.938437,0,-0.220439,-0.081702,4312,1
160,-15.946428,6.938437,0,-0.220439,-0.081702,4314,1
161,-15.940993,6.947148,0,-0.220439,-0.081702,4315,1
162,-15.94371,6.952955,0,-0.220439,-0.081702,4314,1
163,-15.946428,6.958761,0,-0.220439,-0.081702,4316,1
164,-15.946428,6.958761,0,-0.220439,-0.081702,4317,1
165,-15.949145,6.958761,0,-0.220439,-0.081702,4316,1
166,-15.949145,6.961665,0,-0.220439,-0.081702,4313,1
167,-15.95458,6.961665,0,-0.220439,-0.081702,4311,1
168,-15.957297,6.961665,0,-0.220439,-0.081702,4312,1
169,-15.962731,6.964568,0,-0.220439,-0.081702,4316,1
170,-15.962731,6.970375,0,-0.220439,-0.081702,4319,1
171,-15.962731,6.973278,0,-0.220439,-0.081702,4321,1
172,-15.965447,6.970375,0,-0.220439,-0.081702,4320,1
173,-15.970881,6.961665,0,-0.220439,-0.081702,4321,1
174,-15.976314,6.952955,0,-0.220439,-0.081702,4323,1
175,-15.976314,6.950051,0,-0.220439,-0.081702,4325,1
176,-15.973598,6.944244,0,-0.220439,-0.081702,4325,1
177,-15.973598,6.938437,0,-0.220439,-0.081702,4325,1
178,-15.976314,6.929726,0,-0.220439,-0.081702,4326,1
179,-15.979031,6.926822,0,-0.220439,-0.081702,4327,1
180,-15.979031,6.923918,0,-0.220439,-0.081702,4328,1
181,-15.979031,6.923918,0,-0.220439,-0.081702,4329,1
182,-15.984463,6.921014,0,-0.220439,-0.081702,4331,1
183,-15.989896,6.918111,0,-0.220439,-0.081702,4331,1
184,-15.998044,6.918111,0,-0.220439,-0.081702,4332,1
185,-16.00076,6.921014,0,-0.220439,-0.081702,4333,1
186,-16.00076,6.926822,0,-0.220439,-0.081702,4333,1
187,-15.992612,6.93263,0,-0.220439,-0.081702,4333,1
188,-15.981747,6.938437,0,-0.220439,-0.081702,4333,1
189,-15.976314,6.938437,0,-0.220439,-0.081702,4332,1
190,-15.976314,6.938437,0,-0.220439,-0.081702,4332,1
191,-15.976314,6.938437,0,-0.220439,-0.081702,4333,1
192,-15.973598,6.938437,0,-0.220439,-0.081702,4335,1
193,-15.973598,6.94134,0,-0.220439,-0.081702,4336,1
194,-15.981747,6.947148,0,-0.220439,-0.081702,4337,1
195,-15.989896,6.950051,0,-0.220439,-0.081702,4337,1
196,-15.992612,6.944244,0,-0.220439,-0.081702,4339,1
197,-15.98718,6.94134,0,-0.220439,-0.081702,4341,1
198,-15.981747,6.938437,0,-0.220439,-0.081702,4342,1
199,-15.981747,6.94134,0,-0.220439,-0.081702,4341,1
200,-15.984463,6.938437,0,-0.220439,-0.081702,4341,1
201,-15.984463,6.935533,0,-0.220439,-0.081702,4342,1
202,-15.98718,6.929726,0,-0.220439,-0.081702,4343,1
203,-15.989896,6.929726,0,-0.220439,-0.081702,4348,1
204,-15.981747,6.929726,0,-0.220439,-0.081702,4351,1
205,-15.970881,6.929726,0,-0.220439,-0.081702,4353,1
206,-15.960014,6.926822,0,-0.220439,-0.081702,4352,1
207,-15.957297,6.923918,0,-0.220439,-0.081702,4352,1
208,-15.95458,6.923918,0,-0.220439,-0.081702,4351,1
209,-15.95458,6.923918,0,-0.220439,-0.081702,4351,1
210,-15.951862,6.923918,0,-0.220439,-0.081702,4351,1
211,-15.957297,6.918111,0,-0.220439,-0.081702,4353,1
212,-15.960014,6.912303,0,-0.220439,-0.081702,4355,1
213,-15.968164,6.906495,0,-0.220439,-0.081702,4358,1
214,-15.970881,6.903591,0,-0.220439,-0.081702,4358,1
215,-15.973598,6.906495,0,-0.220439,-0.081702,4358,1
216,-15.976314,6.900687,0,-0.220439,-0.081702,4358,1
217,-15.976314,6.891974,0,-0.220439,-0.081702,4361,1
218,-15.976314,6.874548,0,-0.220439,-0.081702,4364,1
219,-15.973598,6.86293,0,-0.220439,-0.081702,4366,1
220,-15.973598,6.851312,0,-0.220439,-0.081702,4367,1
221,-15.973598,6.848407,0,-0.220439,-0.081702,4369,1
222,-15.965447,6.857121,0,-0.220439,-0.081702,4370,1
223,-15.95458,6.868739,0,-0.220439,-0.081702,4372,1
224,-15.949145,6.877453,0,-0.220439,-0.081702,4373,1
225,-15.949145,6.871644,0,-0.220439,-0.081702,4374,1
226,-15.949145,6.868739,0,-0.220439,-0.081702,4376,1
227,-15.951862,6.868739,0,-0.220439,-0.081702,4376,2
228,-15.95458,6.868739,0,-0.220439,-0.081702,4376,2
229,-15.957297,6.865835,0,-0.220439,-0.081702,4376,2
230,-15.946428,6.860026,0,-0.220439,-0.081702,4378,2
231,-15.938275,6.854216,0,-0.220439,-0.081702,4380,2
232,-15.878471,6.833883,0,-0.220439,-0.081702,4382,2
233,-15.780533,6.816453,0,-0.220439,-0.081702,4381,2
234,-15.614366,6.807737,0,-0.220439,-0.081702,4381,2
235,-15.442469,6.810642,0,-0.220439,-0.081702,4383,2
236,-15.237456,6.781589,0,-0.220439,-0.081702,4390,2
237,-14.996398,6.694406,0,-0.220439,-0.081702,4396,2
238,-14.68331,6.560666,0,-0.220439,-0.081702,4405,2
239,-14.347255,6.426855,0,-0.220439,-0.081702,4410,2
240,-13.982516,6.260947,0,-0.220439,-0.081702,4426,2
241,-13.602734,6.077453,0,-0.220439,-0.081702,4440,2
242,-13.224516,5.870508,0,-0.220439,-0.081702,4457,2
243,-12.828356,5.695504,0,-0.220439,-0.081702,4472,2
244,-12.478587,5.508717,0,-0.220439,-0.081702,4487,2
245,-12.07448,5.345181,0,-0.220439,-0.081702,4504,2
246,-11.669149,5.143562,0,-0.220439,-0.081702,4520,2
247,-11.191937,4.979834,0,-0.220439,-0.081702,4533,2
248,-10.744357,4.775061,0,-0.220439,-0.081702,4554,2
249,-10.289756,4.622864,0,-0.220439,-0.081702,4568,2
250,-9.87949,4.467673,0,-0.220439,-0.081702,4589,2
251,-9.44818,4.329996,0,-0.220439,-0.081702,4598,2
252,-9.05592,4.177614,0,-0.220439,-0.081702,4614,2
253,-8.634075,4.007579,0,-0.220439,-0.081702,4624,2
254,-8.219922,3.83454,0,-0.220439,-0.081702,4638,2
255,-7.796247,3.658497,0,-0.220439,-0.081702,4645,2
256,-7.389057,3.453026,0,-0.220439,-0.081702,4654,2
257,-7.00428,3.262151,0,-0.220439,-0.081702,4659,2
258,-6.618867,3.050637,0,-0.220439,-0.081702,4664,2
259,-6.238661,2.862554,0,-0.220439,-0.081702,4664,2
260,-5.846267,2.656767,0,-0.220439,-0.081702,4664,2
261,-5.459148,2.44503,0,-0.220439,-0.081702,4664,2
262,-5.086109,2.271472,0,-0.220439,-0.081702,4665,2
263,-4.718475,2.100816,0,-0.220439,-0.081702,4667,2
264,-4.376752,1.9831,0,-0.220439,-0.081702,4674,2
265,-4.008394,1.868311,0,-0.220439,-0.081702,4680,2
266,-3.630921,1.774114,0,-0.220439,-0.081702,4687,2
267,-3.217974,1.691683,0,-0.220439,-0.081702,4689,2
268,-2.851605,1.573913,0,-0.220439,-0.081702,4695,2
269,-2.473268,1.479688,0,-0.220439,-0.081702,4701,2
270,-2.106456,1.406069,0,-0.220439,-0.081702,4710,2
271,-1.760026,1.34128,0,-0.220439,-0.081702,4714,2
272,-1.460466,1.220528,0,-0.220439,-0.081702,4718,2
273,-1.181391,1.067364,0,-0.220439,-0.081702,4720,2
274,-0.905198,0.934806,0,-0.220439,-0.081702,4725,2
275,-0.684801,0.861158,0,-0.220439,-0.081702,4728,2
276,-0.537858,0.796345,0,-0.220439,-0.081702,4733,2
277,-0.44381,0.746261,0,-0.220439,-0.081702,4738,2
278,-0.399725,0.713854,0,-0.220439,-0.081702,4749,2
279,-0.387968,0.699123,0,-0.220439,-0.081702,4760,2
280,-0.411481,0.705015,0,-0.220439,-0.081702,4769,2
281,-0.461444,0.722692,0,-0.220439,-0.081702,4779,2
282,-0.53198,0.749208,0,-0.220439,-0.081702,4787,2
283,-0.61133,0.799291,0,-0.220439,-0.081702,4795,2
284,-0.68774,0.855266,0,-0.220439,-0.081702,4796,2
285,-0.764146,0.911239,0,-0.220439,-0.081702,4795,2
286,-0.834673,0.964264,0,-0.220439,-0.081702,4794,2
287,-0.887567,1.005505,0,-0.220439,-0.081702,4791,2
288,-0.91989,1.040853,0,-0.220439,-0.081702,4787,2
289,-0.934582,1.04969,0,-0.220439,-0.081702,4782,2
290,-0.949274,1.046744,0,-0.220439,-0.081702,4779,2
291,-0.937521,1.043799,0,-0.220439,-0.081702,4771,2
292,-0.916952,1.040853,0,-0.220439,-0.081702,4763,1
293,-0.864059,1.020233,0,-0.220439,-0.081702,4754,1
294,-0.802349,0.993722,0,-0.220439,-0.081702,4750,1
295,-0.725943,0.958372,0,-0.220439,-0.081702,4748,1
296,-0.667168,0.925968,0,-0.220439,-0.081702,4746,1
297,-0.620147,0.896509,0,-0.220439,-0.081702,4744,1
298,-0.573125,0.872942,0,-0.220439,-0.081702,4742,1
299,-0.526102,0.855266,0,-0.220439,-0.081702,4740,1
300,-0.476139,0.834644,0,-0.220439,-0.081702,4739,1
301,-0.437932,0.816968,0,-0.220439,-0.081702,4739,1
302,-0.402664,0.808129,0,-0.220439,-0.081702,4739,1
303,-0.379151,0.805183,0,-0.220439,-0.081702,4738,1
304,-0.358578,0.805183,0,-0.220439,-0.081702,4738,1
305,-0.346821,0.793399,0,-0.220439,-0.081702,4739,1
306,-0.332126,0.781615,0,-0.220439,-0.081702,4741,1
307,-0.326248,0.772776,0,-0.220439,-0.081702,4743,1
308,-0.329187,0.772776,0,-0.220439,-0.081702,4741,1
309,-0.338004,0.772776,0,-0.220439,-0.081702,4738,1
310,-0.358578,0.772776,0,-0.220439,-0.081702,4735,1
311,-0.373273,0.775723,0,-0.220439,-0.081702,4735,1
312,-0.387968,0.787507,0,-0.220439,-0.081702,4737,1
313,-0.390907,0.796345,0,-0.220439,-0.081702,4739,1
314,-0.390907,0.802237,0,-0.220439,-0.081702,4740,1
315,-0.393846,0.802237,0,-0.220439,-0.081702,4740,1
316,-0.399725,0.811075,0,-0.220439,-0.081702,4741,1
317,-0.405603,0.816968,0,-0.220439,-0.081702,4741,1
318,-0.408542,0.82286,0,-0.220439,-0.081702,4742,1
319,-0.411481,0.825806,0,-0.220439,-0.081702,4743,1
320,-0.411481,0.834644,0,-0.220439,-0.081702,4746,1
321,-0.411481,0.846428,0,-0.220439,-0.081702,4748,1
322,-0.411481,0.849374,0,-0.220439,-0.081702,4751,1
323,-0.417359,0.849374,0,-0.220439,-0.081702,4756,1
324,-0.426176,0.843482,0,-0.220439,-0.081702,4760,1
325,-0.437932,0.840536,0,-0.220439,-0.081702,4764,1
326,-0.440871,0.83759,0,-0.220439,-0.081702,4766,1
327,-0.440871,0.843482,0,-0.220439,-0.081702,4768,1
328,-0.44381,0.846428,0,-0.220439,-0.081702,4769,1
329,-0.44381,0.849374,0,-0.220439,-0.081702,4768,1
330,-0.429115,0.849374,0,-0.220439,-0.081702,4767,1
331,-0.417359,0.85232,0,-0.220439,-0.081702,4766,1
332,-0.405603,0.85232,0,-0.220439,-0.081702,4769,1
333,-0.408542,0.85232,0,-0.220439,-0.081702,4772,1
334,-0.408542,0.849374,0,-0.220439,-0.081702,4775,1
335,-0.408542,0.846428,0,-0.220439,-0.081702,4775,1
336,-0.411481,0.843482,0,-0.220439,-0.081702,4775,1
337,-0.408542,0.840536,0,-0.220439,-0.081702,4775,1
338,-0.408542,0.83759,0,-0.220439,-0.081702,4775,1
339,-0.402664,0.83759,0,-0.220439,-0.081702,4778,1
340,-0.393846,0.83759,0,-0.220439,-0.081702,4781,1
341,-0.385029,0.840536,0,-0.220439,-0.081702,4784,1
342,-0.379151,0.843482,0,-0.220439,-0.081702,4785,1
343,-0.38209,0.849374,0,-0.220439,-0.081702,4785,1
344,-0.385029,0.846428,0,-0.220439,-0.081702,4785,1
345,-0.390907,0.843482,0,-0.220439,-0.081702,4786,1
346,-0.390907,0.840536,0,-0.220439,-0.081702,4788,1
347,-0.393846,0.83759,0,-0.220439,-0.081702,4790,1
348,-0.390907,0.83759,0,-0.220439,-0.081702,4793,1
349,-0.390907,0.83759,0,-0.220439,-0.081702,4794,1
350,-0.387968,0.831698,0,-0.220439,-0.081702,4795,1
351,-0.387968,0.82286,0,-0.220439,-0.081702,4796,1
352,-0.387968,0.814022,0,-0.220439,-0.081702,4798,1
353,-0.387968,0.814022,0,-0.220439,-0.081702,4799,1
354,-0.387968,0.816968,0,-0.220439,-0.081702,4799,1
355,-0.385029,0.819914,0,-0.220439,-0.081702,4802,1
356,-0.38209,0.82286,0,-0.220439,-0.081702,4805,1
357,-0.379151,0.819914,0,-0.220439,-0.081702,4809,1
358,-0.379151,0.816968,0,-0.220439,-0.081702,4810,1
359,-0.379151,0.808129,0,-0.220439,-0.081702,4812,1
360,-0.38209,0.805183,0,-0.220439,-0.081702,4812,1
361,-0.387968,0.802237,0,-0.220439,-0.081702,4813,1
362,-0.390907,0.802237,0,-0.220439,-0.081702,4814,1
363,-0.387968,0.802237,0,-0.220439,-0.081702,4815,1
364,-0.385029,0.799291,0,-0.220439,-0.081702,4814,1
365,-0.38209,0.793399,0,-0.220439,-0.081702,4812,1
366,-0.38209,0.787507,0,-0.220439,-0.081702,4811,1
367,-0.38209,0.784561,0,-0.220439,-0.081702,4811,1
368,-0.379151,0.781615,0,-0.220439,-0.081702,4812,1
369,-0.379151,0.778669,0,-0.220439,-0.081702,4814,1
370,-0.379151,0.778669,0,-0.220439,-0.081702,4817,1
371,-0.385029,0.778669,0,-0.220439,-0.081702,4820,1
372,-0.390907,0.775723,0,-0.220439,-0.081702,4821,1
373,-0.393846,0.772776,0,-0.220439,-0.081702,4821,1
374,-0.393846,0.772776,0,-0.220439,-0.081702,4821,1
375,-0.390907,0.781615,0,-0.220439,-0.081702,4821,1
376,-0.387968,0.790453,0,-0.220439,-0.081702,4821,1
377,-0.393846,0.787507,0,-0.220439,-0.081702,4822,1
378,-0.402664,0.784561,0,-0.220439,-0.081702,4823,1
379,-0.408542,0.778669,0,-0.220439,-0.081702,4825,1
380,-0.408542,0.784561,0,-0.220439,-0.081702,4825,1
381,-0.408542,0.790453,0,-0.220439,-0.081702,4826,1
382,-0.411481,0.802237,0,-0.220439,-0.081702,4828,1
383,-0.41442,0.814022,0,-0.220439,-0.081702,4829,1
384,-0.41442,0.825806,0,-0.220439,-0.081702,4829,1
385,-0.41442,0.83759,0,-0.220439,-0.081702,4830,1
386,-0.411481,0.840536,0,-0.220439,-0.081702,4831,1
387,-0.411481,0.840536,0,-0.220439,-0.081702,4831,1
388,-0.41442,0.834644,0,-0.220439,-0.081702,4832,1
389,-0.41442,0.82286,0,-0.220439,-0.081702,4832,1
390,-0.41442,0.814022,0,-0.220439,-0.081702,4835,1
391,-0.417359,0.808129,0,-0.220439,-0.081702,4839,1
392,-0.423237,0.805183,0,-0.220439,-0.081702,4842,1
393,-0.429115,0.805183,0,-0.220439,-0.081702,4843,1
394,-0.434993,0.802237,0,-0.220439,-0.081702,4844,1
395,-0.437932,0.799291,0,-0.220439,-0.081702,4846,1
396,-0.437932,0.799291,0,-0.220439,-0.081702,4847,1
397,-0.437932,0.805183,0,-0.220439,-0.081702,4848,1
398,-0.440871,0.808129,0,-0.220439,-0.081702,4849,1
399,-0.446749,0.808129,0,-0.220439,-0.081702,4850,1
400,-0.458505,0.808129,0,-0.220439,-0.081702,4851,1
401,-0.464383,0.808129,0,-0.220439,-0.081702,4851,1
402,-0.470261,0.808129,0,-0.220439,-0.081702,4852,1
403,-0.470261,0.808129,0,-0.220439,-0.081702,4854,1
404,-0.470261,0.808129,0,-0.220439,-0.081702,4857,1
405,-0.470261,0.796345,0,-0.220439,-0.081702,4863,1
406,-0.4732,0.787507,0,-0.220439,-0.081702,4867,1
407,-0.4732,0.772776,0,-0.220439,-0.081702,4870,1
408,-0.476139,0.76983,0,-0.220439,-0.081702,4870,1
409,-0.4732,0.772776,0,-0.220439,-0.081702,4871,1
410,-0.4732,0.775723,0,-0.220439,-0.081702,4871,1
411,-0.476139,0.781615,0,-0.220439,-0.081702,4872,1
412,-0.479078,0.781615,0,-0.220439,-0.081702,4871,1
413,-0.484956,0.781615,0,-0.220439,-0.081702,4873,1
414,-0.484956,0.781615,0,-0.220439,-0.081702,4875,1
415,-0.484956,0.778669,0,-0.220439,-0.081702,4878,1
416,-0.484956,0.778669,0,-0.220439,-0.081702,4878,1
417,-0.493773,0.781615,0,-0.220439,-0.081702,4878,1
418,-0.50259,0.784561,0,-0.220439,-0.081702,4879,1
419,-0.508468,0.784561,0,-0.220439,-0.081702,4880,1
420,-0.505529,0.784561,0,-0.220439,-0.081702,4882,1
421,-0.50259,0.787507,0,-0.220439,-0.081702,4882,1
422,-0.50259,0.790453,0,-0.220439,-0.081702,4882,1
423,-0.50259,0.790453,0,-0.220439,-0.081702,4883,1
424,-0.499651,0.790453,0,-0.220439,-0.081702,4884,1
425,-0.499651,0.784561,0,-0.220439,-0.081702,4885,1
426,-0.499651,0.784561,0,-0.220439,-0.081702,4885,1
427,-0.496712,0.787507,0,-0.220439,-0.081702,4887,1
428,-0.490834,0.793399,0,-0.220439,-0.081702,4888,1
429,-0.487895,0.799291,0,-0.220439,-0.081702,4890,1
430,-0.490834,0.799291,0,-0.220439,-0.081702,4891,1
431,-0.493773,0.790453,0,-0.220439,-0.081702,4892,1
432,-0.496712,0.781615,0,-0.220439,-0.081702,4892,1
433,-0.496712,0.772776,0,-0.220439,-0.081702,4892,1
434,-0.496712,0.775723,0,-0.220439,-0.081702,4891,1
435,-0.499651,0.784561,0,-0.220439,-0.081702,4891,1
436,-0.496712,0.790453,0,-0.220439,-0.081702,4892,1
