n,x,y,val,xT,yT,dP,lab
48,-0.822919,-20.509687,0,-0.220439,-0.081702,5002,1
49,-0.817042,-20.509687,0,-0.220439,-0.081702,5001,1
50,-0.814103,-20.494176,0,-0.220439,-0.081702,5001,1
51,-0.817042,-20.481248,0,-0.220439,-0.081702,5004,1
52,-0.822919,-20.460558,0,-0.220439,-0.081702,5007,1
53,-0.811165,-20.44245,0,-0.220439,-0.081702,5012,1
54,-0.79941,-20.439863,0,-0.220439,-0.081702,5013,1
55,-0.784717,-20.452798,0,-0.220439,-0.081702,5014,1
56,-0.781778,-20.47349,0,-0.220439,-0.081702,5014,1
57,-0.793533,-20.481248,0,-0.220439,-0.081702,5012,1
58,-0.808226,-20.491591,0,-0.220439,-0.081702,5011,1
59,-0.819981,-20.496762,0,-0.220439,-0.081702,5010,1
60,-0.831735,-20.501932,0,-0.220439,-0.081702,5010,1
61,-0.843489,-20.494176,0,-0.220439,-0.081702,5010,1
62,-0.837612,-20.478662,0,-0.220439,-0.081702,5010,1
63,-0.825858,-20.460558,0,-0.220439,-0.081702,5010,1
64,-0.811165,-20.450211,0,-0.220439,-0.081702,5009,1
65,-0.811165,-20.455385,0,-0.220439,-0.081702,5008,1
66,-0.811165,-20.452798,0,-0.220439,-0.081702,5010,1
67,-0.811165,-20.452798,0,-0.220439,-0.081702,5011,1
68,-0.811165,-20.437275,0,-0.220439,-0.081702,5013,1
69,-0.811165,-20.4321,0,-0.220439,-0.081702,5012,1
70,-0.811165,-20.426925,0,-0.220439,-0.081702,5012,1
71,-0.811165,-20.439863,0,-0.220439,-0.081702,5013,1
72,-0.808226,-20.455385,0,-0.220439,-0.081702,5012,1
73,-0.805288,-20.457971,0,-0.220439,-0.081702,5011,1
74,-0.79941,-20.452798,0,-0.220439,-0.081702,5010,1
75,-0.79941,-20.439863,0,-0.220439,-0.081702,5010,1
76,-0.79941,-20.437275,0,-0.220439,-0.081702,5010,1
77,-0.79941,-20.4321,0,-0.220439,-0.081702,5011,1
78,-0.793533,-20.429513,0,-0.220439,-0.081702,5013,1
79,-0.802349,-20.424337,0,-0.220439,-0.081702,5015,1
80,-0.79941,-20.419162,0,-0.220439,-0.081702,5016,1
81,-0.796472,-20.429513,0,-0.220439,-0.081702,5016,1
82,-0.77884,-20.457971,0,-0.220439,-0.081702,5017,1
83,-0.77884,-20.478662,0,-0.220439,-0.081702,5018,1
84,-0.784717,-20.48642,0,-0.220439,-0.081702,5017,1
85,-0.796472,-20.489005,0,-0.220439,-0.081702,5015,1
86,-0.808226,-20.494176,0,-0.220439,-0.081702,5013,1
87,-0.814103,-20.496762,0,-0.220439,-0.081702,5012,1
88,-0.837612,-20.48642,0,-0.220439,-0.081702,5010,1
89,-0.86112,-20.47349,0,-0.220439,-0.081702,5008,1
90,-0.890506,-20.457971,0,-0.220439,-0.081702,5007,1
91,-0.90226,-20.439863,0,-0.220439,-0.081702,5008,1
92,-0.908136,-20.419162,0,-0.220439,-0.081702,5008,1
93,-0.908136,-20.426925,0,-0.220439,-0.081702,5006,1
94,-0.90226,-20.44245,0,-0.220439,-0.081702,5004,1
95,-0.905198,-20.476076,0,-0.220439,-0.081702,5006,1
96,-0.916952,-20.494176,0,-0.220439,-0.081702,5009,1
97,-0.931644,-20.48642,0,-0.220439,-0.081702,5011,1
98,-0.937521,-20.463145,0,-0.220439,-0.081702,5010,1
99,-0.937521,-20.439863,0,-0.220439,-0.081702,5010,1
100,-0.937521,-20.465731,0,-0.220439,-0.081702,5013,1
101,-0.934582,-20.489005,0,-0.220439,-0.081702,5016,1
102,-0.908136,-20.514857,0,-0.220439,-0.081702,5019,1
103,-0.88169,-20.517442,0,-0.220439,-0.081702,5019,1
104,-0.869936,-20.499347,0,-0.220439,-0.081702,5019,1
105,-0.893444,-20.496762,0,-0.220439,-0.081702,5018,1
106,-0.91989,-20.491591,0,-0.220439,-0.081702,5016,1
107,-0.934582,-20.504517,0,-0.220439,-0.081702,5014,1
108,-0.940459,-20.501932,0,-0.220439,-0.081702,5014,1
109,-0.911075,-20.499347,0,-0.220439,-0.081702,5013,1
110,-0.875813,-20.501932,0,-0.220439,-0.081702,5012,1
111,-0.846428,-20.504517,0,-0.220439,-0.081702,5012,1
112,-0.849366,-20.507102,0,-0.220439,-0.081702,5012,1
113,-0.855243,-20.509687,0,-0.220439,-0.081702,5013,1
114,-0.866998,-20.509687,0,-0.220439,-0.081702,5014,1
115,-0.88169,-20.509687,0,-0.220439,-0.081702,5017,1
116,-0.884629,-20.507102,0,-0.220439,-0.081702,5019,1
117,-0.869936,-20.504517,0,-0.220439,-0.081702,5020,1
118,-0.855243,-20.501932,0,-0.220439,-0.081702,5019,1
119,-0.858182,-20.494176,0,-0.220439,-0.081702,5019,1
120,-0.864059,-20.48642,0,-0.220439,-0.081702,5019,1
121,-0.872875,-20.478662,0,-0.220439,-0.081702,5018,1
122,-0.872875,-20.478662,0,-0.220439,-0.081702,5017,1
123,-0.86112,-20.47349,0,-0.220439,-0.081702,5016,1
124,-0.843489,-20.468317,0,-0.220439,-0.081702,5016,1
125,-0.828796,-20.470904,0,-0.220439,-0.081702,5017,1
126,-0.825858,-20.48642,0,-0.220439,-0.081702,5018,1
127,-0.819981,-20.504517,0,-0.220439,-0.081702,5019,1
128,-0.819981,-20.507102,0,-0.220439,-0.081702,5019,1
129,-0.831735,-20.501932,0,-0.220439,-0.081702,5019,1
130,-0.846428,-20.501932,0,-0.220439,-0.081702,5018,1
131,-0.864059,-20.507102,0,-0.220439,-0.081702,5018,1
132,-0.866998,-20.509687,0,-0.220439,-0.081702,5018,1
133,-0.840551,-20.512272,0,-0.220439,-0.081702,5017,1
134,-0.805288,-20.512272,0,-0.220439,-0.081702,5018,1
135,-0.772962,-20.509687,0,-0.220439,-0.081702,5019,1
136,-0.75533,-20.504517,0,-0.220439,-0.081702,5018,1
137,-0.740637,-20.509687,0,-0.220439,-0.081702,5017,1
138,-0.723005,-20.514857,0,-0.220439,-0.081702,5014,1
139,-0.723005,-20.522611,0,-0.220439,-0.081702,5013,1
140,-0.740637,-20.525195,0,-0.220439,-0.081702,5013,1
141,-0.770024,-20.52778,0,-0.220439,-0.081702,5013,1
142,-0.79941,-20.52778,0,-0.220439,-0.081702,5012,1
143,-0.814103,-20.522611,0,-0.220439,-0.081702,5013,1
144,-0.819981,-20.512272,0,-0.220439,-0.081702,5013,1
145,-0.825858,-20.501932,0,-0.220439,-0.081702,5012,1
146,-0.825858,-20.496762,0,-0.220439,-0.081702,5010,1
147,-0.819981,-20.496762,0,-0.220439,-0.081702,5008,1
148,-0.808226,-20.496762,0,-0.220439,-0.081702,5008,1
149,-0.796472,-20.478662,0,-0.220439,-0.081702,5008,1
150,-0.790594,-20.460558,0,-0.220439,-0.081702,5008,1
151,-0.764146,-20.44245,0,-0.220439,-0.081702,5009,1
152,-0.734759,-20.452798,0,-0.220439,-0.081702,5010,1
153,-0.717127,-20.465731,0,-0.220439,-0.081702,5011,1
154,-0.725943,-20.478662,0,-0.220439,-0.081702,5011,1
155,-0.734759,-20.476076,0,-0.220439,-0.081702,5012,1
156,-0.740637,-20.470904,0,-0.220439,-0.081702,5013,1
157,-0.749453,-20.465731,0,-0.220439,-0.081702,5014,1
158,-0.752392,-20.47349,0,-0.220439,-0.081702,5014,1
159,-0.746514,-20.504517,0,-0.220439,-0.081702,5015,1
160,-0.737698,-20.535532,0,-0.220439,-0.081702,5016,1
161,-0.737698,-20.543284,0,-0.220439,-0.081702,5016,1
162,-0.743576,-20.530364,0,-0.220439,-0.081702,5014,1
163,-0.746514,-20.517442,0,-0.220439,-0.081702,5013,1
164,-0.746514,-20.520026,0,-0.220439,-0.081702,5012,1
165,-0.746514,-20.522611,0,-0.220439,-0.081702,5013,1
166,-0.746514,-20.525195,0,-0.220439,-0.081702,5012,1
167,-0.746514,-20.522611,0,-0.220439,-0.081702,5010,1
168,-0.740637,-20.517442,0,-0.220439,-0.081702,5011,1
169,-0.737698,-20.514857,0,-0.220439,-0.081702,5011,1
170,-0.737698,-20.501932,0,-0.220439,-0.081702,5009,1
171,-0.746514,-20.489005,0,-0.220439,-0.081702,5008,1
172,-0.752392,-20.489005,0,-0.220439,-0.081702,5008,1
173,-0.758269,-20.499347,0,-0.220439,-0.081702,5011,1
174,-0.749453,-20.512272,0,-0.220439,-0.081702,5013,1
175,-0.731821,-20.512272,0,-0.220439,-0.081702,5012,1
176,-0.717127,-20.501932,0,-0.220439,-0.081702,5010,1
177,-0.71125,-20.489005,0,-0.220439,-0.081702,5008,1
178,-0.723005,-20.483834,0,-0.220439,-0.081702,5009,1
179,-0.731821,-20.489005,0,-0.220439,-0.081702,5009,1
180,-0.743576,-20.491591,0,-0.220439,-0.081702,5012,1
181,-0.743576,-20.491591,0,-0.220439,-0.081702,5016,1
182,-0.743576,-20.491591,0,-0.220439,-0.081702,5021,1
183,-0.743576,-20.496762,0,-0.220439,-0.081702,5022,1
184,-0.743576,-20.499347,0,-0.220439,-0.081702,5022,1
185,-0.737698,-20.499347,0,-0.220439,-0.081702,5021,1
186,-0.728882,-20.496762,0,-0.220439,-0.081702,5021,1
187,-0.720066,-20.494176,0,-0.220439,-0.081702,5021,1
188,-0.728882,-20.481248,0,-0.220439,-0.081702,5020,1
189,-0.731821,-20.470904,0,-0.220439,-0.081702,5020,1
190,-0.725943,-20.476076,0,-0.220439,-0.081702,5020,1
191,-0.71125,-20.496762,0,-0.220439,-0.081702,5018,1
192,-0.71125,-20.514857,0,-0.220439,-0.081702,5016,1
193,-0.714188,-20.517442,0,-0.220439,-0.081702,5014,1
194,-0.720066,-20.509687,0,-0.220439,-0.081702,5014,1
195,-0.723005,-20.499347,0,-0.220439,-0.081702,5015,1
196,-0.725943,-20.496762,0,-0.220439,-0.081702,5012,1
197,-0.725943,-20.504517,0,-0.220439,-0.081702,5008,1
198,-0.723005,-20.517442,0,-0.220439,-0.081702,5006,1
199,-0.723005,-20.522611,0,-0.220439,-0.081702,5007,1
200,-0.717127,-20.532948,0,-0.220439,-0.081702,5010,1
201,-0.708311,-20.5407,0,-0.220439,-0.081702,5011,1
202,-0.702433,-20.548451,0,-0.220439,-0.081702,5012,1
203,-0.705372,-20.558785,0,-0.220439,-0.081702,5013,1
204,-0.720066,-20.5717,0,-0.220439,-0.081702,5013,1
205,-0.728882,-20.584613,0,-0.220439,-0.081702,5015,1
206,-0.725943,-20.584613,0,-0.220439,-0.081702,5016,1
207,-0.714188,-20.574283,0,-0.220439,-0.081702,5016,1
208,-0.705372,-20.558785,0,-0.220439,-0.081702,5016,1
209,-0.702433,-20.543284,0,-0.220439,-0.081702,5014,1
210,-0.705372,-20.530364,0,-0.220439,-0.081702,5012,1
211,-0.708311,-20.522611,0,-0.220439,-0.081702,5010,1
212,-0.728882,-20.517442,0,-0.220439,-0.081702,5010,2
213,-0.743576,-20.504517,0,-0.220439,-0.081702,5011,2
214,-0.767085,-20.463145,0,-0.220439,-0.081702,5012,2
215,-0.77884,-20.411397,0,-0.220439,-0.081702,5011,2
216,-0.764146,-20.372564,0,-0.220439,-0.081702,5011,2
217,-0.740637,-20.349255,0,-0.220439,-0.081702,5012,2
218,-0.708311,-20.242979,0,-0.220439,-0.081702,5015,2
219,-0.702433,-20.066395,0,-0.220439,-0.081702,5019,2
220,-0.690678,-19.832069,0,-0.220439,-0.081702,5025,2
221,-0.693617,-19.620583,0,-0.220439,-0.081702,5030,2
222,-0.702433,-19.319367,0,-0.220439,-0.081702,5035,2
223,-0.720066,-19.001233,0,-0.220439,-0.081702,5044,2
224,-0.743576,-18.589276,0,-0.220439,-0.081702,5053,2
225,-0.767085,-18.207231,0,-0.220439,-0.081702,5071,2
226,-0.819981,-17.743349,0,-0.220439,-0.081702,5084,2
227,-0.866998,-17.295856,0,-0.220439,-0.081702,5102,2
228,-0.916952,-16.80838,0,-0.220439,-0.081702,5116,2
229,-0.908136,-16.310244,0,-0.220439,-0.081702,5129,2
230,-0.86112,-15.823198,0,-0.220439,-0.081702,5144,2
231,-0.772962,-15.405026,0,-0.220439,-0.081702,5153,2
232,-0.717127,-14.93841,0,-0.220439,-0.081702,5161,2
233,-0.699495,-14.478046,0,-0.220439,-0.081702,5163,2
234,-0.714188,-13.957499,0,-0.220439,-0.081702,5165,2
235,-0.714188,-13.476397,0,-0.220439,-0.081702,5164,2
236,-0.646596,-12.973766,0,-0.220439,-0.081702,5161,2
237,-0.570186,-12.469095,0,-0.220439,-0.081702,5154,2
238,-0.490834,-12.030115,0,-0.220439,-0.081702,5148,2
239,-0.476139,-11.595352,0,-0.220439,-0.081702,5137,2
240,-0.479078,-11.181919,0,-0.220439,-0.081702,5121,2
241,-0.490834,-10.664892,0,-0.220439,-0.081702,5105,2
242,-0.499651,-10.148957,0,-0.220439,-0.081702,5093,2
243,-0.505529,-9.631353,0,-0.220439,-0.081702,5082,2
244,-0.505529,-9.135138,0,-0.220439,-0.081702,5063,2
245,-0.505529,-8.617375,0,-0.220439,-0.081702,5043,2
246,-0.484956,-8.095301,0,-0.220439,-0.081702,5021,2
247,-0.458505,-7.655823,0,-0.220439,-0.081702,5006,2
248,-0.434993,-7.250236,0,-0.220439,-0.081702,4991,2
249,-0.434993,-6.896198,0,-0.220439,-0.081702,4984,2
250,-0.446749,-6.480547,0,-0.220439,-0.081702,4976,2
251,-0.458505,-6.026327,0,-0.220439,-0.081702,4969,2
252,-0.470261,-5.556752,0,-0.220439,-0.081702,4956,2
253,-0.476139,-5.141967,0,-0.220439,-0.081702,4950,2
254,-0.461444,-4.764686,0,-0.220439,-0.081702,4944,2
255,-0.423237,-4.372343,0,-0.220439,-0.081702,4943,2
256,-0.385029,-4.026505,0,-0.220439,-0.081702,4938,2
257,-0.367395,-3.6657,0,-0.220439,-0.081702,4931,2
258,-0.370334,-3.357464,0,-0.220439,-0.081702,4917,2
259,-0.361517,-3.037281,0,-0.220439,-0.081702,4905,2
260,-0.346821,-2.793343,0,-0.220439,-0.081702,4893,2
261,-0.31743,-2.525776,0,-0.220439,-0.081702,4890,2
262,-0.302735,-2.213967,0,-0.220439,-0.081702,4882,2
263,-0.288039,-1.860818,0,-0.220439,-0.081702,4871,2
264,-0.276283,-1.49575,0,-0.220439,-0.081702,4858,2
265,-0.255709,-1.171796,0,-0.220439,-0.081702,4851,2
266,-0.235135,-0.853659,0,-0.220439,-0.081702,4848,2
267,-0.226317,-0.553148,0,-0.220439,-0.081702,4844,2
268,-0.191047,-0.282072,0,-0.220439,-0.081702,4834,2
269,-0.155777,-0.037503,0,-0.220439,-0.081702,4823,2
270,-0.123446,0.139295,0,-0.220439,-0.081702,4811,2
271,-0.120507,0.313144,0,-0.220439,-0.081702,4805,2
272,-0.135203,0.436898,0,-0.220439,-0.081702,4798,2
273,-0.152838,0.545916,0,-0.220439,-0.081702,4794,2
274,-0.179291,0.604842,0,-0.220439,-0.081702,4793,2
275,-0.193986,0.640198,0,-0.220439,-0.081702,4794,2
276,-0.205743,0.651983,0,-0.220439,-0.081702,4799,2
277,-0.208682,0.643144,0,-0.220439,-0.081702,4804,2
278,-0.208682,0.607789,0,-0.220439,-0.081702,4808,2
279,-0.208682,0.572433,0,-0.220439,-0.081702,4814,1
280,-0.205743,0.522344,0,-0.220439,-0.081702,4819,1
281,-0.188108,0.489934,0,-0.220439,-0.081702,4824,1
282,-0.161656,0.448684,0,-0.220439,-0.081702,4828,1
283,-0.129325,0.416273,0,-0.220439,-0.081702,4831,1
284,-0.10875,0.377968,0,-0.220439,-0.081702,4835,1
285,-0.102872,0.345556,0,-0.220439,-0.081702,4837,1
286,-0.10875,0.345556,0,-0.220439,-0.081702,4838,1
287,-0.105811,0.351449,0,-0.220439,-0.081702,4838,1
288,-0.102872,0.354396,0,-0.220439,-0.081702,4838,1
289,-0.096993,0.348503,0,-0.220439,-0.081702,4839,1
290,-0.094054,0.351449,0,-0.220439,-0.081702,4839,1
291,-0.091115,0.354396,0,-0.220439,-0.081702,4841,1
292,-0.091115,0.360289,0,-0.220439,-0.081702,4843,1
293,-0.094054,0.363235,0,-0.220439,-0.081702,4844,1
294,-0.114629,0.336717,0,-0.220439,-0.081702,4838,1
295,-0.135203,0.310198,0,-0.220439,-0.081702,4832,1
296,-0.152838,0.280732,0,-0.220439,-0.081702,4825,1
297,-0.155777,0.292518,0,-0.220439,-0.081702,4823,1
298,-0.158716,0.307251,0,-0.220439,-0.081702,4822,1
299,-0.161656,0.319037,0,-0.220439,-0.081702,4822,1
300,-0.149899,0.319037,0,-0.220439,-0.081702,4821,1
301,-0.141081,0.327877,0,-0.220439,-0.081702,4820,1
302,-0.132264,0.357342,0,-0.220439,-0.081702,4819,1
303,-0.135203,0.389754,0,-0.220439,-0.081702,4819,1
304,-0.14696,0.404487,0,-0.220439,-0.081702,4819,1
305,-0.155777,0.40154,0,-0.220439,-0.081702,4818,1
306,-0.152838,0.395647,0,-0.220439,-0.081702,4817,1
307,-0.141081,0.389754,0,-0.220439,-0.081702,4819,1
308,-0.135203,0.372075,0,-0.220439,-0.081702,4821,1
309,-0.141081,0.351449,0,-0.220439,-0.081702,4822,1
310,-0.14696,0.339663,0,-0.220439,-0.081702,4820,1
311,-0.14696,0.327877,0,-0.220439,-0.081702,4819,1
312,-0.149899,0.319037,0,-0.220439,-0.081702,4821,1
313,-0.152838,0.321984,0,-0.220439,-0.081702,4822,1
314,-0.158716,0.330824,0,-0.220439,-0.081702,4822,1
315,-0.135203,0.339663,0,-0.220439,-0.081702,4820,1
316,-0.10875,0.34261,0,-0.220439,-0.081702,4817,1
317,-0.082298,0.351449,0,-0.220439,-0.081702,4816,1
318,-0.082298,0.360289,0,-0.220439,-0.081702,4815,1
319,-0.082298,0.336717,0,-0.220439,-0.081702,4814,1
320,-0.082298,0.310198,0,-0.220439,-0.081702,4813,1
321,-0.064662,0.277786,0,-0.220439,-0.081702,4811,1
322,-0.047027,0.274839,0,-0.220439,-0.081702,4809,1
323,-0.032331,0.289572,0,-0.220439,-0.081702,4808,1
324,-0.03821,0.313144,0,-0.220439,-0.081702,4809,1
325,-0.049966,0.336717,0,-0.220439,-0.081702,4806,1
326,-0.061723,0.33377,0,-0.220439,-0.081702,4803,1
327,-0.067602,0.33377,0,-0.220439,-0.081702,4800,1
328,-0.067602,0.321984,0,-0.220439,-0.081702,4800,1
329,-0.03821,0.304305,0,-0.220439,-0.081702,4801,1
330,-0.008818,0.283679,0,-0.220439,-0.081702,4801,1
331,0.020574,0.274839,0,-0.220439,-0.081702,4801,1
332,0.023514,0.268946,0,-0.220439,-0.081702,4802,1
333,0.017635,0.265999,0,-0.220439,-0.081702,4802,1
334,0.020574,0.263053,0,-0.220439,-0.081702,4805,1
335,0.023514,0.260106,0,-0.220439,-0.081702,4809,1
336,0,0.268946,0,-0.220439,-0.081702,4812,1
337,-0.026453,0.280732,0,-0.220439,-0.081702,4811,1
338,-0.052906,0.292518,0,-0.220439,-0.081702,4813,1
339,-0.049966,0.283679,0,-0.220439,-0.081702,4815,1
340,-0.055845,0.271892,0,-0.220439,-0.081702,4817,1
341,-0.070541,0.254213,0,-0.220439,-0.081702,4817,1
342,-0.082298,0.251266,0,-0.220439,-0.081702,4815,1
343,-0.067602,0.254213,0,-0.220439,-0.081702,4812,1
344,-0.044088,0.260106,0,-0.220439,-0.081702,4810,1
345,-0.020574,0.265999,0,-0.220439,-0.081702,4808,1
346,-0.020574,0.265999,0,-0.220439,-0.081702,4807,1
347,-0.023514,0.271892,0,-0.220439,-0.081702,4805,1
348,-0.029392,0.277786,0,-0.220439,-0.081702,4808,1
349,-0.041149,0.260106,0,-0.220439,-0.081702,4811,1
350,-0.055845,0.236533,0,-0.220439,-0.081702,4815,1
351,-0.064662,0.218854,0,-0.220439,-0.081702,4816,1
352,-0.070541,0.218854,0,-0.220439,-0.081702,4816,1
353,-0.07348,0.218854,0,-0.220439,-0.081702,4816,1
354,-0.082298,0.212961,0,-0.220439,-0.081702,4814,1
355,-0.105811,0.215907,0,-0.220439,-0.081702,4813,1
356,-0.120507,0.221801,0,-0.220439,-0.081702,4811,1
357,-0.126385,0.227694,0,-0.220439,-0.081702,4807,1
358,-0.120507,0.236533,0,-0.220439,-0.081702,4802,1
359,-0.117568,0.242427,0,-0.220439,-0.081702,4801,1
360,-0.102872,0.251266,0,-0.220439,-0.081702,4806,1
361,-0.088176,0.263053,0,-0.220439,-0.081702,4811,1
362,-0.067602,0.271892,0,-0.220439,-0.081702,4807,1
363,-0.058784,0.274839,0,-0.220439,-0.081702,4799,1
364,-0.049966,0.274839,0,-0.220439,-0.081702,4791,1
365,-0.047027,0.280732,0,-0.220439,-0.081702,4792,1
366,-0.041149,0.286625,0,-0.220439,-0.081702,4793,1
367,-0.026453,0.283679,0,-0.220439,-0.081702,4794,1
368,-0.011757,0.277786,0,-0.220439,-0.081702,4793,1
369,-0.002939,0.25716,0,-0.220439,-0.081702,4794,1
370,-0.011757,0.242427,0,-0.220439,-0.081702,4796,1
371,-0.017635,0.23064,0,-0.220439,-0.081702,4799,1
372,-0.026453,0.233587,0,-0.220439,-0.081702,4801,1
373,-0.029392,0.218854,0,-0.220439,-0.081702,4804,1
374,-0.017635,0.201174,0,-0.220439,-0.081702,4805,1
375,-0.005878,0.198228,0,-0.220439,-0.081702,4802,1
376,0.002939,0.212961,0,-0.220439,-0.081702,4799,1
377,0,0.227694,0,-0.220439,-0.081702,4798,1
378,-0.002939,0.233587,0,-0.220439,-0.081702,4797,1
379,0,0.236533,0,-0.220439,-0.081702,4797,1
380,0,0.236533,0,-0.220439,-0.081702,4796,1
381,-0.014696,0.233587,0,-0.220439,-0.081702,4795,1
382,-0.03821,0.227694,0,-0.220439,-0.081702,4794,1
383,-0.067602,0.221801,0,-0.220439,-0.081702,4794,1
384,-0.07348,0.215907,0,-0.220439,-0.081702,4794,1
385,-0.07348,0.221801,0,-0.220439,-0.081702,4793,1
386,-0.067602,0.23064,0,-0.220439,-0.081702,4791,1
387,-0.088176,0.23948,0,-0.220439,-0.081702,4788,1
388,-0.114629,0.23948,0,-0.220439,-0.081702,4786,1
389,-0.141081,0.242427,0,-0.220439,-0.081702,4785,1
390,-0.135203,0.242427,0,-0.220439,-0.081702,4788,1
391,-0.120507,0.233587,0,-0.220439,-0.081702,4792,1
392,-0.082298,0.218854,0,-0.220439,-0.081702,4796,1
393,-0.049966,0.207068,0,-0.220439,-0.081702,4798,1
394,-0.023514,0.207068,0,-0.220439,-0.081702,4800,1
395,-0.026453,0.212961,0,-0.220439,-0.081702,4800,1
396,-0.026453,0.221801,0,-0.220439,-0.081702,4794,1
397,-0.026453,0.227694,0,-0.220439,-0.081702,4788,1
398,-0.041149,0.233587,0,-0.220439,-0.081702,4782,1
399,-0.058784,0.23064,0,-0.220439,-0.081702,4780,1
400,-0.061723,0.224747,0,-0.220439,-0.081702,4779,1
401,-0.047027,0.215907,0,-0.220439,-0.081702,4777,1
402,-0.029392,0.212961,0,-0.220439,-0.081702,4777,1
403,-0.029392,0.215907,0,-0.220439,-0.081702,4779,1
404,-0.029392,0.224747,0,-0.220439,-0.081702,4780,1
405,-0.03527,0.233587,0,-0.220439,-0.081702,4782,1
406,-0.041149,0.236533,0,-0.220439,-0.081702,4782,1
407,-0.03527,0.23948,0,-0.220439,-0.081702,4782,1
408,-0.020574,0.23948,0,-0.220439,-0.081702,4781,1
409,-0.005878,0.23948,0,-0.220439,-0.081702,4780,1
410,0.002939,0.236533,0,-0.220439,-0.081702,4778,1
411,-0.008818,0.227694,0,-0.220439,-0.081702,4776,1
412,-0.026453,0.218854,0,-0.220439,-0.081702,4774,1
413,-0.044088,0.212961,0,-0.220439,-0.081702,4774,1
414,-0.03527,0.215907,0,-0.220439,-0.081702,4774,1
415,-0.014696,0.218854,0,-0.220439,-0.081702,4773,1
416,0.008818,0.221801,0,-0.220439,-0.081702,4771,1
417,0.011757,0.221801,0,-0.220439,-0.081702,4769,1
418,0.005878,0.210014,0,-0.220439,-0.081702,4770,1
419,-0.014696,0.198228,0,-0.220439,-0.081702,4771,1
420,-0.03821,0.192335,0,-0.220439,-0.081702,4771,1
421,-0.032331,0.198228,0,-0.220439,-0.081702,4770,1
422,-0.014696,0.201174,0,-0.220439,-0.081702,4769,1
423,0.002939,0.195281,0,-0.220439,-0.081702,4771,1
424,0.002939,0.189388,0,-0.220439,-0.081702,4774,1
425,0.002939,0.183495,0,-0.220439,-0.081702,4775,1
426,-0.002939,0.183495,0,-0.220439,-0.081702,4774,1
427,-0.008818,0.183495,0,-0.220439,-0.081702,4773,1
