n,x,y,val,xT,yT,dP,lab
240,-1.06093,-1.969722,0,-0.220439,-0.081702,3997,2
241,-1.125568,-1.687133,0,-0.220439,-0.081702,3991,2
242,-1.184329,-1.442745,0,-0.220439,-0.081702,3985,2
243,-1.222521,-1.236593,0,-0.220439,-0.081702,3981,2
244,-1.243086,-1.071648,0,-0.220439,-0.081702,3971,2
245,-1.246024,-0.900794,0,-0.220439,-0.081702,3959,2
246,-1.243086,-0.756439,0,-0.220439,-0.081702,3944,2
247,-1.23721,-0.632698,0,-0.220439,-0.081702,3936,2
248,-1.216646,-0.570826,0,-0.220439,-0.081702,3927,2
249,-1.199018,-0.523684,0,-0.220439,-0.081702,3921,2
250,-1.178453,-0.488327,0,-0.220439,-0.081702,3918,2
251,-1.137321,-0.467702,0,-0.220439,-0.081702,3911,2
252,-1.084435,-0.470648,0,-0.220439,-0.081702,3907,2
253,-1.028609,-0.497166,0,-0.220439,-0.081702,3902,2
254,-0.984535,-0.532523,0,-0.220439,-0.081702,3901,1
255,-0.931644,-0.603235,0,-0.220439,-0.081702,3905,1
256,-0.866998,-0.671,0,-0.220439,-0.081702,3910,1
257,-0.822919,-0.768223,0,-0.220439,-0.081702,3914,1
258,-0.787656,-0.850713,0,-0.220439,-0.081702,3916,1
259,-0.770024,-0.924361,0,-0.220439,-0.081702,3919,1
260,-0.743576,-0.968549,0,-0.220439,-0.081702,3922,1
261,-0.728882,-0.992115,0,-0.220439,-0.081702,3925,1
262,-0.714188,-1.009789,0,-0.220439,-0.081702,3925,1
263,-0.705372,-1.018627,0,-0.220439,-0.081702,3926,1
264,-0.702433,-1.018627,0,-0.220439,-0.081702,3928,1
265,-0.699495,-1.015681,0,-0.220439,-0.081702,3931,1
266,-0.699495,-0.989169,0,-0.220439,-0.081702,3934,1
267,-0.720066,-0.962657,0,-0.220439,-0.081702,3935,1
268,-0.740637,-0.930253,0,-0.220439,-0.081702,3934,1
269,-0.758269,-0.921415,0,-0.220439,-0.081702,3932,1
270,-0.758269,-0.900794,0,-0.220439,-0.081702,3931,1
271,-0.761208,-0.871335,0,-0.220439,-0.081702,3931,1
272,-0.764146,-0.830091,0,-0.220439,-0.081702,3931,1
273,-0.770024,-0.803576,0,-0.220439,-0.081702,3932,1
274,-0.775901,-0.80063,0,-0.220439,-0.081702,3935,1
275,-0.784717,-0.812415,0,-0.220439,-0.081702,3939,1
276,-0.784717,-0.830091,0,-0.220439,-0.081702,3943,1
277,-0.781778,-0.835983,0,-0.220439,-0.081702,3945,1
278,-0.790594,-0.844821,0,-0.220439,-0.081702,3946,1
279,-0.802349,-0.847767,0,-0.220439,-0.081702,3946,1
280,-0.814103,-0.850713,0,-0.220439,-0.081702,3946,1
281,-0.811165,-0.853659,0,-0.220439,-0.081702,3945,1
282,-0.793533,-0.856605,0,-0.220439,-0.081702,3943,1
283,-0.775901,-0.862497,0,-0.220439,-0.081702,3941,1
284,-0.761208,-0.874281,0,-0.220439,-0.081702,3941,1
285,-0.764146,-0.886064,0,-0.220439,-0.081702,3940,1
286,-0.764146,-0.894902,0,-0.220439,-0.081702,3940,1
287,-0.761208,-0.897848,0,-0.220439,-0.081702,3941,1
288,-0.75533,-0.90374,0,-0.220439,-0.081702,3942,1
289,-0.746514,-0.915524,0,-0.220439,-0.081702,3944,1
290,-0.734759,-0.921415,0,-0.220439,-0.081702,3946,1
291,-0.725943,-0.918469,0,-0.220439,-0.081702,3946,1
292,-0.714188,-0.915524,0,-0.220439,-0.081702,3944,1
293,-0.705372,-0.918469,0,-0.220439,-0.081702,3942,1
294,-0.702433,-0.927307,0,-0.220439,-0.081702,3939,1
295,-0.696556,-0.933199,0,-0.220439,-0.081702,3938,1
296,-0.684801,-0.930253,0,-0.220439,-0.081702,3939,1
297,-0.673046,-0.930253,0,-0.220439,-0.081702,3939,1
298,-0.670107,-0.924361,0,-0.220439,-0.081702,3939,1
299,-0.675984,-0.921415,0,-0.220439,-0.081702,3940,1
300,-0.68774,-0.918469,0,-0.220439,-0.081702,3942,1
301,-0.696556,-0.918469,0,-0.220439,-0.081702,3944,1
302,-0.71125,-0.921415,0,-0.220439,-0.081702,3944,1
303,-0.723005,-0.924361,0,-0.220439,-0.081702,3945,1
304,-0.71125,-0.927307,0,-0.220439,-0.081702,3947,1
305,-0.68774,-0.930253,0,-0.220439,-0.081702,3949,1
306,-0.667168,-0.933199,0,-0.220439,-0.081702,3949,1
307,-0.670107,-0.942036,0,-0.220439,-0.081702,3949,1
308,-0.670107,-0.950874,0,-0.220439,-0.081702,3951,1
309,-0.667168,-0.959711,0,-0.220439,-0.081702,3952,1
310,-0.675984,-0.956765,0,-0.220439,-0.081702,3953,1
311,-0.681862,-0.947928,0,-0.220439,-0.081702,3955,1
312,-0.693617,-0.942036,0,-0.220439,-0.081702,3958,1
313,-0.699495,-0.936145,0,-0.220439,-0.081702,3961,1
314,-0.702433,-0.93909,0,-0.220439,-0.081702,3962,1
315,-0.708311,-0.947928,0,-0.220439,-0.081702,3963,1
316,-0.717127,-0.959711,0,-0.220439,-0.081702,3965,1
317,-0.717127,-0.965603,0,-0.220439,-0.081702,3968,1
318,-0.708311,-0.962657,0,-0.220439,-0.081702,3970,1
319,-0.696556,-0.959711,0,-0.220439,-0.081702,3968,1
320,-0.699495,-0.965603,0,-0.220439,-0.081702,3965,1
321,-0.699495,-0.971494,0,-0.220439,-0.081702,3963,1
322,-0.699495,-0.980332,0,-0.220439,-0.081702,3962,1
323,-0.702433,-0.983278,0,-0.220439,-0.081702,3962,1
324,-0.699495,-0.986223,0,-0.220439,-0.081702,3962,1
325,-0.693617,-0.983278,0,-0.220439,-0.081702,3961,1
326,-0.684801,-0.980332,0,-0.220439,-0.081702,3961,1
327,-0.678923,-0.97444,0,-0.220439,-0.081702,3960,1
328,-0.673046,-0.95382,0,-0.220439,-0.081702,3958,1
329,-0.673046,-0.933199,0,-0.220439,-0.081702,3957,1
330,-0.673046,-0.912578,0,-0.220439,-0.081702,3957,1
331,-0.673046,-0.927307,0,-0.220439,-0.081702,3956,1
332,-0.670107,-0.942036,0,-0.220439,-0.081702,3956,1
333,-0.664229,-0.956765,0,-0.220439,-0.081702,3956,1
334,-0.66129,-0.959711,0,-0.220439,-0.081702,3957,1
335,-0.66129,-0.97444,0,-0.220439,-0.081702,3958,1
336,-0.667168,-0.983278,0,-0.220439,-0.081702,3960,1
337,-0.670107,-0.986223,0,-0.220439,-0.081702,3961,1
338,-0.673046,-0.980332,0,-0.220439,-0.081702,3962,1
339,-0.673046,-0.971494,0,-0.220439,-0.081702,3964,1
340,-0.673046,-0.968549,0,-0.220439,-0.081702,3968,1
341,-0.673046,-0.968549,0,-0.220439,-0.081702,3971,1
342,-0.673046,-0.971494,0,-0.220439,-0.081702,3973,1
343,-0.678923,-0.97444,0,-0.220439,-0.081702,3973,1
344,-0.690678,-0.97444,0,-0.220439,-0.081702,3973,1
345,-0.696556,-0.977386,0,-0.220439,-0.081702,3973,1
346,-0.702433,-0.977386,0,-0.220439,-0.081702,3973,1
347,-0.696556,-0.980332,0,-0.220439,-0.081702,3976,1
348,-0.693617,-0.97444,0,-0.220439,-0.081702,3978,1
349,-0.68774,-0.968549,0,-0.220439,-0.081702,3979,1
350,-0.684801,-0.965603,0,-0.220439,-0.081702,3974,1
351,-0.678923,-0.959711,0,-0.220439,-0.081702,3970,1
352,-0.675984,-0.947928,0,-0.220439,-0.081702,3967,1
353,-0.673046,-0.942036,0,-0.220439,-0.081702,3967,1
354,-0.673046,-0.933199,0,-0.220439,-0.081702,3967,1
355,-0.678923,-0.933199,0,-0.220439,-0.081702,3969,1
356,-0.681862,-0.930253,0,-0.220439,-0.081702,3972,1
357,-0.678923,-0.942036,0,-0.220439,-0.081702,3975,1
358,-0.675984,-0.95382,0,-0.220439,-0.081702,3978,1
359,-0.693617,-0.965603,0,-0.220439,-0.081702,3982,1
360,-0.71125,-0.965603,0,-0.220439,-0.081702,3986,1
361,-0.740637,-0.97444,0,-0.220439,-0.081702,3988,1
362,-0.749453,-0.986223,0,-0.220439,-0.081702,3988,1
363,-0.761208,-0.992115,0,-0.220439,-0.081702,3988,1
364,-0.752392,-0.989169,0,-0.220439,-0.081702,3988,1
365,-0.737698,-0.986223,0,-0.220439,-0.081702,3989,1
366,-0.720066,-0.992115,0,-0.220439,-0.081702,3989,1
367,-0.717127,-0.995061,0,-0.220439,-0.081702,3987,1
368,-0.714188,-0.998006,0,-0.220439,-0.081702,3985,1
369,-0.699495,-0.986223,0,-0.220439,-0.081702,3983,1
370,-0.678923,-0.980332,0,-0.220439,-0.081702,3984,1
371,-0.655413,-0.977386,0,-0.220439,-0.081702,3985,1
372,-0.652474,-0.965603,0,-0.220439,-0.081702,3986,1
373,-0.649535,-0.942036,0,-0.220439,-0.081702,3986,1
374,-0.652474,-0.918469,0,-0.220439,-0.081702,3987,1
375,-0.670107,-0.93909,0,-0.220439,-0.081702,3989,1
376,-0.68774,-0.965603,0,-0.220439,-0.081702,3989,1
377,-0.702433,-0.989169,0,-0.220439,-0.081702,3987,1
378,-0.708311,-0.983278,0,-0.220439,-0.081702,3985,1
379,-0.71125,-0.977386,0,-0.220439,-0.081702,3985,1
380,-0.708311,-0.980332,0,-0.220439,-0.081702,3986,1
381,-0.693617,-0.983278,0,-0.220439,-0.081702,3987,1
382,-0.667168,-0.956765,0,-0.220439,-0.081702,3987,1
383,-0.634841,-0.933199,0,-0.220439,-0.081702,3985,1
384,-0.608391,-0.906686,0,-0.220439,-0.081702,3984,1
385,-0.599575,-0.906686,0,-0.220439,-0.081702,3989,1
386,-0.608391,-0.930253,0,-0.220439,-0.081702,3993,1
387,-0.620147,-0.950874,0,-0.220439,-0.081702,3998,1
388,-0.631902,-0.947928,0,-0.220439,-0.081702,3999,1
389,-0.63778,-0.921415,0,-0.220439,-0.081702,4001,1
390,-0.640719,-0.897848,0,-0.220439,-0.081702,4003,1
391,-0.63778,-0.90374,0,-0.220439,-0.081702,4005,1
392,-0.634841,-0.906686,0,-0.220439,-0.081702,4006,1
393,-0.628963,-0.909632,0,-0.220439,-0.081702,4006,1
394,-0.623086,-0.906686,0,-0.220439,-0.081702,4004,1
395,-0.634841,-0.900794,0,-0.220439,-0.081702,4002,1
396,-0.655413,-0.897848,0,-0.220439,-0.081702,4003,1
397,-0.673046,-0.88901,0,-0.220439,-0.081702,4006,1
398,-0.673046,-0.877227,0,-0.220439,-0.081702,4010,1
399,-0.673046,-0.865443,0,-0.220439,-0.081702,4009,1
400,-0.670107,-0.862497,0,-0.220439,-0.081702,4007,1
401,-0.664229,-0.871335,0,-0.220439,-0.081702,4007,1
402,-0.66129,-0.874281,0,-0.220439,-0.081702,4008,1
403,-0.658352,-0.871335,0,-0.220439,-0.081702,4009,1
404,-0.664229,-0.847767,0,-0.220439,-0.081702,4006,1
405,-0.675984,-0.827145,0,-0.220439,-0.081702,4003,1
406,-0.690678,-0.812415,0,-0.220439,-0.081702,4003,1
407,-0.699495,-0.806522,0,-0.220439,-0.081702,4006,1
408,-0.699495,-0.806522,0,-0.220439,-0.081702,4009,1
409,-0.68774,-0.803576,0,-0.220439,-0.081702,4011,1
410,-0.678923,-0.803576,0,-0.220439,-0.081702,4012,1
411,-0.658352,-0.809469,0,-0.220439,-0.081702,4014,1
412,-0.643658,-0.821253,0,-0.220439,-0.081702,4015,1
413,-0.628963,-0.830091,0,-0.220439,-0.081702,4016,1
414,-0.628963,-0.824199,0,-0.220439,-0.081702,4016,1
415,-0.628963,-0.815361,0,-0.220439,-0.081702,4017,1
416,-0.646596,-0.809469,0,-0.220439,-0.081702,4019,1
417,-0.664229,-0.812415,0,-0.220439,-0.081702,4022,1
418,-0.673046,-0.821253,0,-0.220439,-0.081702,4023,1
419,-0.652474,-0.827145,0,-0.220439,-0.081702,4023,1
420,-0.631902,-0.821253,0,-0.220439,-0.081702,4022,1
421,-0.61133,-0.812415,0,-0.220439,-0.081702,4020,1
422,-0.605452,-0.812415,0,-0.220439,-0.081702,4020,1
