n,x,y,val,dP,lab,xT,yT
85,-16.109336,6.11824,0,4062,1,NaN,NaN
86,-16.112048,6.11824,0,4056,1,NaN,NaN
87,-16.136461,6.115327,0,4052,1,NaN,NaN
88,-16.158156,6.112414,0,4056,1,NaN,NaN
89,-16.171713,6.109501,0,4062,1,NaN,NaN
90,-16.171713,6.106587,0,4066,1,NaN,NaN
91,-16.169002,6.106587,0,4068,1,NaN,NaN
92,-16.163579,6.106587,0,4068,1,NaN,NaN
93,-16.158156,6.109501,0,4067,1,NaN,NaN
94,-16.150021,6.112414,0,4066,1,NaN,NaN
95,-16.150021,6.115327,0,4068,1,NaN,NaN
96,-16.139173,6.112414,0,4071,1,NaN,NaN
97,-16.131036,6.106587,0,4075,1,NaN,NaN
98,-16.120187,6.100761,0,4076,1,NaN,NaN
99,-16.114761,6.097847,0,4079,2,NaN,NaN
100,-16.109336,6.115327,0,4081,2,NaN,NaN
101,-16.068634,6.132806,0,4078,2,NaN,NaN
102,-16.027915,6.150283,0,4071,2,NaN,NaN
103,-15.984463,6.170672,0,4067,2,NaN,NaN
104,-15.916533,6.188147,0,4069,2,NaN,NaN
105,-15.805027,6.240565,0,4070,2,NaN,NaN
106,-15.649802,6.272593,0,4069,2,NaN,NaN
107,-15.488882,6.339548,0,4069,2,NaN,NaN
108,-15.292166,6.362833,0,4074,2,NaN,NaN
109,-15.067677,6.386115,0,4078,2,NaN,NaN
110,-14.790521,6.397756,0,4082,2,NaN,NaN
111,-14.471328,6.406486,0,4081,2,NaN,NaN
112,-14.115283,6.403576,0,4091,2,NaN,NaN
113,-13.844053,6.391936,0,4102,2,NaN,NaN
114,-13.56941,6.391936,0,4113,2,NaN,NaN
115,-13.305265,6.400666,0,4113,2,NaN,NaN
116,-13.015434,6.391936,0,4113,2,NaN,NaN
117,-12.783639,6.380295,0,4114,2,NaN,NaN
118,-12.657788,6.371564,0,4113,2,NaN,NaN
119,-12.540216,6.380295,0,4112,2,NaN,NaN
120,-12.439353,6.386115,0,4112,2,NaN,NaN
121,-12.335608,6.391936,0,4115,2,NaN,NaN
122,-12.293525,6.383205,0,4119,2,NaN,NaN
123,-12.293525,6.374474,0,4122,2,NaN,NaN
124,-12.282301,6.362833,0,4122,2,NaN,NaN
125,-12.245815,6.359922,0,4122,1,NaN,NaN
126,-12.20932,6.362833,0,4119,1,NaN,NaN
127,-12.19528,6.374474,0,4117,1,NaN,NaN
128,-12.192472,6.386115,0,4116,1,NaN,NaN
129,-12.189664,6.386115,0,4119,1,NaN,NaN
130,-12.189664,6.383205,0,4121,1,NaN,NaN
131,-12.206512,6.380295,0,4121,1,NaN,NaN
132,-12.226165,6.383205,0,4119,1,NaN,NaN
133,-12.22055,6.377385,0,4118,1,NaN,NaN
134,-12.19528,6.391936,0,4117,1,NaN,NaN
135,-12.158771,6.409396,0,4117,1,NaN,NaN
136,-12.147535,6.426855,0,4116,1,NaN,NaN
137,-12.139108,6.423945,0,4111,1,NaN,NaN
138,-12.144726,6.412306,0,4107,1,NaN,NaN
139,-12.153153,6.400666,0,4103,1,NaN,NaN
140,-12.161579,6.383205,0,4101,1,NaN,NaN
141,-12.147535,6.380295,0,4099,1,NaN,NaN
142,-12.136298,6.374474,0,4100,1,NaN,NaN
143,-12.116632,6.374474,0,4101,1,NaN,NaN
144,-12.105393,6.377385,0,4103,1,NaN,NaN
145,-12.094152,6.394846,0,4103,1,NaN,NaN
146,-12.102583,6.409396,0,4101,1,NaN,NaN
147,-12.116632,6.406486,0,4100,1,NaN,NaN
148,-12.13068,6.391936,0,4099,1,NaN,NaN
149,-12.133489,6.389026,0,4100,1,NaN,NaN
150,-12.136298,6.400666,0,4098,1,NaN,NaN
151,-12.139108,6.409396,0,4096,1,NaN,NaN
152,-12.139108,6.406486,0,4093,1,NaN,NaN
153,-12.141917,6.403576,0,4091,1,NaN,NaN
154,-12.144726,6.400666,0,4089,1,NaN,NaN
155,-12.139108,6.389026,0,4089,1,NaN,NaN
156,-12.12787,6.380295,0,4089,1,NaN,NaN
157,-12.091342,6.423945,0,4078,1,NaN,NaN
158,-12.071669,6.473406,0,4067,1,NaN,NaN
159,-12.060426,6.528674,0,4057,1,NaN,NaN
160,-12.07448,6.534491,0,4059,1,NaN,NaN
161,-12.080101,6.5374,0,4061,1,NaN,NaN
162,-12.080101,6.5374,0,4065,1,NaN,NaN
163,-12.080101,6.5374,0,4069,1,NaN,NaN
164,-12.080101,6.5374,0,4073,1,NaN,NaN
165,-12.07729,6.540308,0,4071,1,NaN,NaN
166,-12.091342,6.543217,0,4071,1,NaN,NaN
167,-12.102583,6.546125,0,4071,1,NaN,NaN
168,-12.116632,6.546125,0,4073,1,NaN,NaN
169,-12.113822,6.5374,0,4076,1,NaN,NaN
170,-12.111012,6.528674,0,4075,1,NaN,NaN
171,-12.111012,6.519949,0,4070,1,NaN,NaN
172,-12.096963,6.519949,0,4065,1,NaN,NaN
173,-12.085722,6.519949,0,4065,1,NaN,NaN
174,-12.07448,6.528674,0,4067,1,NaN,NaN
175,-12.063237,6.5374,0,4071,1,NaN,NaN
176,-12.046371,6.546125,0,4074,1,NaN,NaN
177,-12.029503,6.543217,0,4076,1,NaN,NaN
178,-12.02388,6.546125,0,4077,1,NaN,NaN
179,-12.018256,6.549033,0,4078,1,NaN,NaN
180,-12.018256,6.551942,0,4080,1,NaN,NaN
181,-12.021068,6.551942,0,4081,1,NaN,NaN
182,-12.018256,6.551942,0,4079,1,NaN,NaN
183,-12.001385,6.549033,0,4077,1,NaN,NaN
184,-11.984511,6.546125,0,4074,1,NaN,NaN
185,-11.967635,6.531583,0,4074,1,NaN,NaN
186,-11.967635,6.51704,0,4074,1,NaN,NaN
187,-11.976073,6.502496,0,4075,1,NaN,NaN
188,-11.990136,6.496678,0,4072,1,NaN,NaN
189,-12.001385,6.49086,0,4070,1,NaN,NaN
190,-12.001385,6.496678,0,4069,1,NaN,NaN
191,-12.001385,6.508314,0,4071,1,NaN,NaN
192,-12.018256,6.522857,0,4076,1,NaN,NaN
193,-12.035126,6.525766,0,4079,1,NaN,NaN
194,-12.04356,6.522857,0,4073,1,NaN,NaN
195,-12.032314,6.502496,0,4065,1,NaN,NaN
196,-12.018256,6.485042,0,4061,1,NaN,NaN
197,-12.018256,6.496678,0,4066,1,NaN,NaN
198,-12.015444,6.519949,0,4072,1,NaN,NaN
199,-12.015444,6.540308,0,4073,1,NaN,NaN
200,-12.015444,6.531583,0,4074,1,NaN,NaN
201,-11.998572,6.522857,0,4071,1,NaN,NaN
202,-11.978886,6.51704,0,4067,1,NaN,NaN
203,-11.942317,6.511223,0,4064,1,NaN,NaN
204,-11.925436,6.502496,0,4066,1,NaN,NaN
205,-11.92825,6.499587,0,4067,1,NaN,NaN
206,-11.950757,6.487951,0,4068,1,NaN,NaN
207,-11.97326,6.482133,0,4069,1,NaN,NaN
208,-11.97326,6.505405,0,4071,1,NaN,NaN
209,-11.967635,6.5374,0,4069,1,NaN,NaN
210,-11.962009,6.566483,0,4066,1,NaN,NaN
211,-11.962009,6.566483,0,4062,1,NaN,NaN
212,-11.967635,6.563575,0,4063,1,NaN,NaN
213,-11.95357,6.569391,0,4066,1,NaN,NaN
214,-11.939504,6.572299,0,4069,1,NaN,NaN
215,-11.95357,6.572299,0,4070,1,NaN,NaN
216,-11.984511,6.560666,0,4069,1,NaN,NaN
217,-12.018256,6.549033,0,4069,1,NaN,NaN
218,-12.02388,6.549033,0,4070,1,NaN,NaN
219,-12.029503,6.551942,0,4071,1,NaN,NaN
220,-12.029503,6.55485,0,4071,1,NaN,NaN
221,-12.026691,6.549033,0,4069,1,NaN,NaN
222,-12.026691,6.540308,0,4068,1,NaN,NaN
223,-12.029503,6.543217,0,4066,1,NaN,NaN
224,-12.029503,6.549033,0,4066,1,NaN,NaN
225,-12.026691,6.55485,0,4065,1,NaN,NaN
226,-12.02388,6.55485,0,4063,1,NaN,NaN
227,-12.021068,6.549033,0,4061,1,NaN,NaN
228,-12.021068,6.543217,0,4060,1,NaN,NaN
229,-12.02388,6.534491,0,4059,1,NaN,NaN
230,-12.032314,6.528674,0,4058,1,NaN,NaN
231,-12.046371,6.522857,0,4058,1,NaN,NaN
232,-12.063237,6.525766,0,4058,1,NaN,NaN
233,-12.07729,6.534491,0,4058,1,NaN,NaN
234,-12.080101,6.5374,0,4059,1,NaN,NaN
235,-12.080101,6.5374,0,4058,1,NaN,NaN
236,-12.080101,6.5374,0,4058,1,NaN,NaN
237,-12.07448,6.546125,0,4058,1,NaN,NaN
238,-12.066048,6.55485,0,4058,1,NaN,NaN
239,-12.060426,6.560666,0,4057,1,NaN,NaN
240,-12.060426,6.560666,0,4055,1,NaN,NaN
241,-12.063237,6.560666,0,4053,1,NaN,NaN
242,-12.057615,6.569391,0,4052,1,NaN,NaN
243,-12.051993,6.581023,0,4051,1,NaN,NaN
244,-12.068858,6.595562,0,4051,1,NaN,NaN
245,-12.094152,6.581023,0,4051,1,NaN,NaN
246,-12.125061,6.499587,0,4064,1,NaN,NaN
247,-12.111012,6.418125,0,4077,1,NaN,NaN
248,-12.07729,6.359922,0,4090,1,NaN,NaN
249,-12.037937,6.368654,0,4087,1,NaN,NaN
250,-12.063237,6.383205,0,4084,1,NaN,NaN
251,-12.122251,6.391936,0,4082,1,NaN,NaN
252,-12.178431,6.391936,0,4083,1,NaN,NaN
253,-12.186856,6.389026,0,4084,1,NaN,NaN
254,-12.184048,6.386115,0,4083,1,NaN,NaN
255,-12.178431,6.391936,0,4083,1,NaN,NaN
256,-12.144726,6.391936,0,4083,1,NaN,NaN
257,-12.108202,6.389026,0,4084,1,NaN,NaN
258,-12.071669,6.391936,0,4085,1,NaN,NaN
259,-12.071669,6.397756,0,4088,1,NaN,NaN
260,-12.080101,6.394846,0,4090,1,NaN,NaN
261,-12.105393,6.377385,0,4085,1,NaN,NaN
262,-12.12787,6.362833,0,4077,1,NaN,NaN
263,-12.144726,6.357012,0,4070,1,NaN,NaN
264,-12.139108,6.357012,0,4071,1,NaN,NaN
265,-12.125061,6.371564,0,4072,1,NaN,NaN
266,-12.122251,6.386115,0,4072,1,NaN,NaN
267,-12.13068,6.368654,0,4074,1,NaN,NaN
268,-12.144726,6.336637,0,4075,1,NaN,NaN
269,-12.111012,6.316261,0,4077,1,NaN,NaN
270,-12.066048,6.34537,0,4079,1,NaN,NaN
271,-12.051993,6.374474,0,4082,1,NaN,NaN
272,-12.080101,6.391936,0,4085,1,NaN,NaN
273,-12.111012,6.394846,0,4080,1,NaN,NaN
274,-12.07729,6.394846,0,4073,1,NaN,NaN
275,-12.04356,6.397756,0,4067,1,NaN,NaN
276,-12.046371,6.406486,0,4067,1,NaN,NaN
277,-12.085722,6.415216,0,4067,1,NaN,NaN
278,-12.125061,6.389026,0,4067,1,NaN,NaN
279,-12.150344,6.357012,0,4066,1,NaN,NaN
280,-12.170005,6.322083,0,4066,1,NaN,NaN
281,-12.184048,6.319172,0,4071,1,NaN,NaN
282,-12.164388,6.330816,0,4077,1,NaN,NaN
283,-12.139108,6.34537,0,4084,1,NaN,NaN
284,-12.116632,6.357012,0,4084,1,NaN,NaN
285,-12.111012,6.354101,0,4084,1,NaN,NaN
286,-12.119442,6.351191,0,4082,1,NaN,NaN
287,-12.125061,6.377385,0,4079,1,NaN,NaN
288,-12.12787,6.403576,0,4077,1,NaN,NaN
289,-12.13068,6.406486,0,4077,1,NaN,NaN
290,-12.13068,6.380295,0,4076,1,NaN,NaN
291,-12.133489,6.354101,0,4075,1,NaN,NaN
292,-12.133489,6.354101,0,4074,1,NaN,NaN
293,-12.136298,6.354101,0,4074,1,NaN,NaN
294,-12.136298,6.351191,0,4075,1,NaN,NaN
295,-12.116632,6.342459,0,4074,1,NaN,NaN
296,-12.096963,6.330816,0,4074,1,NaN,NaN
297,-12.094152,6.319172,0,4076,1,NaN,NaN
298,-12.111012,6.339548,0,4079,1,NaN,NaN
299,-12.122251,6.362833,0,4077,1,NaN,NaN
300,-12.122251,6.377385,0,4072,1,NaN,NaN
301,-12.122251,6.371564,0,4067,1,NaN,NaN
302,-12.136298,6.365743,0,4067,1,NaN,NaN
303,-12.141917,6.365743,0,4068,1,NaN,NaN
304,-12.13068,6.365743,0,4069,1,NaN,NaN
305,-12.113822,6.365743,0,4069,1,NaN,NaN
306,-12.113822,6.365743,0,4068,1,NaN,NaN
307,-12.133489,6.354101,0,4067,1,NaN,NaN
308,-12.153153,6.342459,0,4067,1,NaN,NaN
309,-12.141917,6.333727,0,4068,1,NaN,NaN
310,-12.133489,6.339548,0,4069,1,NaN,NaN
311,-12.125061,6.34537,0,4070,1,NaN,NaN
312,-12.102583,6.359922,0,4070,1,NaN,NaN
313,-12.088532,6.374474,0,4069,1,NaN,NaN
314,-12.07448,6.389026,0,4069,1,NaN,NaN
315,-12.015444,6.435584,0,4054,1,NaN,NaN
316,-11.94513,6.493769,0,4039,1,NaN,NaN
317,-11.87478,6.557758,0,4026,1,NaN,NaN
318,-11.877595,6.581023,0,4027,1,NaN,NaN
319,-11.877595,6.589746,0,4025,1,NaN,NaN
320,-11.877595,6.586839,0,4020,1,NaN,NaN
321,-11.871965,6.578115,0,4016,1,NaN,NaN
322,-11.86915,6.560666,0,4015,1,NaN,NaN
323,-11.866336,6.549033,0,4016,1,NaN,NaN
324,-11.866336,6.540308,0,4015,1,NaN,NaN
325,-11.877595,6.5374,0,4014,1,NaN,NaN
326,-11.886039,6.546125,0,4015,1,NaN,NaN
327,-11.888853,6.563575,0,4015,1,NaN,NaN
328,-11.883224,6.578115,0,4016,1,NaN,NaN
329,-11.880409,6.592654,0,4019,1,NaN,NaN
330,-11.886039,6.601378,0,4022,1,NaN,NaN
331,-11.891667,6.6101,0,4025,1,NaN,NaN
332,-11.902925,6.613008,0,4024,1,NaN,NaN
333,-11.911367,6.601378,0,4023,1,NaN,NaN
334,-11.919809,6.586839,0,4022,1,NaN,NaN
335,-11.911367,6.569391,0,4019,1,NaN,NaN
336,-11.90011,6.566483,0,4016,1,NaN,NaN
337,-11.883224,6.581023,0,4012,1,NaN,NaN
338,-11.877595,6.595562,0,4009,1,NaN,NaN
339,-11.877595,6.595562,0,4007,1,NaN,NaN
340,-11.883224,6.581023,0,4009,1,NaN,NaN
341,-11.891667,6.575207,0,4012,1,NaN,NaN
342,-11.894482,6.586839,0,4014,1,NaN,NaN
343,-11.902925,6.592654,0,4015,1,NaN,NaN
344,-11.914181,6.595562,0,4015,1,NaN,NaN
345,-11.925436,6.601378,0,4017,1,NaN,NaN
346,-11.92825,6.613008,0,4018,1,NaN,NaN
347,-11.916995,6.615916,0,4021,1,NaN,NaN
348,-11.911367,6.607193,0,4022,1,NaN,NaN
349,-11.894482,6.59847,0,4016,1,NaN,NaN
350,-11.883224,6.586839,0,4009,1,NaN,NaN
351,-11.877595,6.581023,0,4003,1,NaN,NaN
352,-11.886039,6.575207,0,4005,1,NaN,NaN
353,-11.894482,6.569391,0,4012,1,NaN,NaN
354,-11.90011,6.575207,0,4019,1,NaN,NaN
355,-11.902925,6.581023,0,4018,1,NaN,NaN
356,-11.905739,6.589746,0,4011,1,NaN,NaN
357,-11.908553,6.589746,0,4008,1,NaN,NaN
358,-11.90011,6.583931,0,4012,1,NaN,NaN
359,-11.894482,6.572299,0,4017,1,NaN,NaN
360,-11.897296,6.566483,0,4017,1,NaN,NaN
361,-11.911367,6.560666,0,4015,1,NaN,NaN
362,-11.922622,6.560666,0,4013,1,NaN,NaN
363,-11.919809,6.569391,0,4012,1,NaN,NaN
364,-11.902925,6.583931,0,4013,1,NaN,NaN
365,-11.888853,6.601378,0,4015,1,NaN,NaN
366,-11.87478,6.607193,0,4016,1,NaN,NaN
367,-11.902925,6.6101,0,4016,1,NaN,NaN
368,-11.933877,6.6101,0,4016,1,NaN,NaN
369,-11.962009,6.613008,0,4018,1,NaN,NaN
370,-11.962009,6.613008,0,4020,1,NaN,NaN
371,-11.962009,6.6101,0,4022,1,NaN,NaN
372,-11.962009,6.607193,0,4023,1,NaN,NaN
373,-11.947944,6.604285,0,4019,1,NaN,NaN
374,-11.93669,6.604285,0,4016,1,NaN,NaN
375,-11.94513,6.59847,0,4013,1,NaN,NaN
376,-11.970448,6.592654,0,4016,1,NaN,NaN
377,-12.001385,6.589746,0,4016,1,NaN,NaN
378,-12.015444,6.583931,0,4016,1,NaN,NaN
379,-12.026691,6.578115,0,4017,1,NaN,NaN
380,-12.029503,6.566483,0,4019,1,NaN,NaN
381,-12.029503,6.560666,0,4022,1,NaN,NaN
382,-12.026691,6.55485,0,4019,1,NaN,NaN
383,-12.026691,6.551942,0,4017,1,NaN,NaN
384,-12.029503,6.551942,0,4012,1,NaN,NaN
385,-12.032314,6.557758,0,4011,1,NaN,NaN
386,-12.021068,6.566483,0,4011,1,NaN,NaN
387,-12.007009,6.575207,0,4013,2,NaN,NaN
388,-12.007009,6.578115,0,4013,2,NaN,NaN
389,-12.02388,6.581023,0,4010,2,NaN,NaN
390,-12.001385,6.583931,0,4008,2,NaN,NaN
391,-11.964822,6.583931,0,4010,2,NaN,NaN
392,-11.92825,6.578115,0,4013,2,NaN,NaN
393,-11.905739,6.531583,0,4016,2,NaN,NaN
394,-11.84663,6.322083,0,4037,2,NaN,NaN
395,-11.731153,6.08328,0,4057,2,NaN,NaN
396,-11.624039,5.826767,0,4082,2,NaN,NaN
397,-11.494264,5.730514,0,4091,2,NaN,NaN
398,-11.401092,5.625473,0,4102,2,NaN,NaN
399,-11.285246,5.558344,0,4109,2,NaN,NaN
400,-11.200422,5.497039,0,4120,2,NaN,NaN
401,-11.118378,5.453241,0,4128,2,NaN,NaN
402,-11.0646,5.435721,0,4139,2,NaN,NaN
403,-11.019298,5.450321,0,4151,2,NaN,NaN
404,-10.979647,5.491199,0,4162,2,NaN,NaN
405,-10.891811,5.558344,0,4171,2,NaN,NaN
406,-10.820938,5.59337,0,4179,2,NaN,NaN
407,-10.764215,5.660491,0,4189,2,NaN,NaN
408,-10.761378,5.698422,0,4200,2,NaN,NaN
409,-10.724496,5.765519,0,4203,2,NaN,NaN
410,-10.63935,5.79177,0,4212,2,NaN,NaN
411,-10.537111,5.780103,0,4221,2,NaN,NaN
412,-10.358031,5.721762,0,4230,2,NaN,NaN
413,-10.167355,5.607963,0,4229,2,NaN,NaN
414,-9.876637,5.529152,0,4227,2,NaN,NaN
415,-9.576831,5.450321,0,4224,2,NaN,NaN
416,-9.156215,5.467841,0,4214,2,NaN,NaN
417,-8.622583,5.534991,0,4199,2,NaN,NaN
418,-8.055745,5.616718,0,4183,2,NaN,NaN
419,-7.400619,5.657573,0,4170,2,NaN,NaN
420,-6.769629,5.651737,0,4163,2,NaN,NaN
421,-6.166038,5.648819,0,4149,2,NaN,NaN
422,-5.785178,5.651737,0,4142,2,NaN,NaN
423,-5.47371,5.663409,0,4134,2,NaN,NaN
424,-5.23188,5.672163,0,4133,2,NaN,NaN
425,-4.937354,5.67508,0,4129,2,NaN,NaN
426,-4.69512,5.651737,0,4125,2,NaN,NaN
427,-4.452718,5.6138,0,4122,2,NaN,NaN
428,-4.30077,5.581695,0,4126,2,NaN,NaN
429,-4.233543,5.561263,0,4129,2,NaN,NaN
430,-4.233543,5.529152,0,4133,2,NaN,NaN
431,-4.210157,5.462001,0,4136,2,NaN,NaN
432,-4.183846,5.412358,0,4139,2,NaN,NaN
433,-4.186769,5.383153,0,4146,2,NaN,NaN
434,-4.218927,5.391915,0,4153,1,NaN,NaN
435,-4.271542,5.400676,0,4161,1,NaN,NaN
436,-4.292002,5.400676,0,4165,1,NaN,NaN
437,-4.324151,5.42404,0,4165,1,NaN,NaN
438,-4.335841,5.450321,0,4164,1,NaN,NaN
439,-4.344608,5.476601,0,4162,1,NaN,NaN
440,-4.338763,5.505797,0,4155,1,NaN,NaN
441,-4.332918,5.526233,0,4148,1,NaN,NaN
442,-4.318306,5.546668,0,4141,1,NaN,NaN
443,-4.30077,5.543749,0,4137,1,NaN,NaN
444,-4.286157,5.549587,0,4129,1,NaN,NaN
445,-4.280311,5.558344,0,4119,1,NaN,NaN
446,-4.242312,5.561263,0,4114,1,NaN,NaN
447,-4.198463,5.558344,0,4112,1,NaN,NaN
448,-4.154609,5.540829,0,4112,1,NaN,NaN
449,-4.154609,5.523314,0,4111,1,NaN,NaN
450,-4.151685,5.508717,0,4109,1,NaN,NaN
451,-4.145838,5.499958,0,4108,1,NaN,NaN
452,-4.142914,5.494119,0,4106,1,NaN,NaN
453,-4.160456,5.491199,0,4108,1,NaN,NaN
454,-4.177998,5.494119,0,4110,1,NaN,NaN
455,-4.201387,5.48244,0,4112,1,NaN,NaN
456,-4.207233,5.470761,0,4110,1,NaN,NaN
457,-4.216003,5.459081,0,4109,1,NaN,NaN
458,-4.224773,5.459081,0,4109,1,NaN,NaN
459,-4.236466,5.459081,0,4111,1,NaN,NaN
460,-4.242312,5.470761,0,4112,1,NaN,NaN
461,-4.227696,5.47952,0,4114,1,NaN,NaN
462,-4.20431,5.48828,0,4115,1,NaN,NaN
463,-4.183846,5.48828,0,4113,1,NaN,NaN
464,-4.183846,5.48828,0,4109,1,NaN,NaN
465,-4.192616,5.476601,0,4106,1,NaN,NaN
466,-4.210157,5.464921,0,4105,1,NaN,NaN
467,-4.224773,5.456161,0,4107,1,NaN,NaN
468,-4.236466,5.456161,0,4108,1,NaN,NaN
469,-4.239389,5.447401,0,4109,1,NaN,NaN
470,-4.248159,5.435721,0,4111,1,NaN,NaN
471,-4.268619,5.42988,0,4113,1,NaN,NaN
472,-4.283234,5.42988,0,4116,1,NaN,NaN
473,-4.292002,5.435721,0,4114,1,NaN,NaN
474,-4.30077,5.447401,0,4111,1,NaN,NaN
475,-4.309538,5.459081,0,4108,1,NaN,NaN
476,-4.318306,5.462001,0,4108,1,NaN,NaN
477,-4.321228,5.462001,0,4109,1,NaN,NaN
478,-4.324151,5.464921,0,4110,1,NaN,NaN
479,-4.324151,5.467841,0,4111,1,NaN,NaN
480,-4.297848,5.48244,0,4111,1,NaN,NaN
481,-4.274465,5.494119,0,4113,1,NaN,NaN
482,-4.274465,5.499958,0,4114,1,NaN,NaN
483,-4.306615,5.48828,0,4115,1,NaN,NaN
484,-4.338763,5.464921,0,4113,1,NaN,NaN
485,-4.353375,5.450321,0,4109,1,NaN,NaN
486,-4.365063,5.450321,0,4104,1,NaN,NaN
487,-4.385518,5.462001,0,4102,1,NaN,NaN
488,-4.397206,5.470761,0,4101,1,NaN,NaN
489,-4.385518,5.473681,0,4100,1,NaN,NaN
490,-4.376752,5.476601,0,4098,1,NaN,NaN
491,-4.365063,5.473681,0,4098,1,NaN,NaN
492,-4.359219,5.462001,0,4097,1,NaN,NaN
493,-4.338763,5.450321,0,4097,1,NaN,NaN
494,-4.321228,5.447401,0,4097,1,NaN,NaN
495,-4.321228,5.453241,0,4096,1,NaN,NaN
496,-4.329996,5.459081,0,4096,1,NaN,NaN
497,-4.341685,5.450321,0,4100,1,NaN,NaN
