n,x,y,val,dP,lab,xT,yT
105,-15.992612,7.848341,0,2832,1,NaN,NaN
106,-15.998044,7.845449,0,2832,1,NaN,NaN
107,-16.003476,7.857016,0,2832,1,NaN,NaN
108,-15.989896,7.854124,0,2833,1,NaN,NaN
109,-15.968164,7.851232,0,2831,1,NaN,NaN
110,-15.946428,7.836774,0,2830,1,NaN,NaN
111,-15.957297,7.836774,0,2829,1,NaN,NaN
112,-15.968164,7.842557,0,2829,1,NaN,NaN
113,-15.970881,7.848341,0,2829,1,NaN,NaN
114,-15.965447,7.86569,0,2829,1,NaN,NaN
115,-15.965447,7.883038,0,2829,1,NaN,NaN
116,-15.970881,7.900385,0,2830,1,NaN,NaN
117,-15.976314,7.903276,0,2831,1,NaN,NaN
118,-15.976314,7.911948,0,2831,1,NaN,NaN
119,-15.976314,7.920621,0,2832,1,NaN,NaN
120,-15.976314,7.926402,0,2832,1,NaN,NaN
121,-15.976314,7.923511,0,2832,1,NaN,NaN
122,-15.976314,7.920621,0,2832,1,NaN,NaN
123,-15.979031,7.91773,0,2831,1,NaN,NaN
124,-15.981747,7.91773,0,2832,1,NaN,NaN
125,-15.968164,7.91773,0,2833,1,NaN,NaN
126,-15.951862,7.926402,0,2835,1,NaN,NaN
127,-15.938275,7.932183,0,2836,1,NaN,NaN
128,-15.938275,7.929292,0,2837,1,NaN,NaN
129,-15.924687,7.91773,0,2835,1,NaN,NaN
130,-15.911096,7.909057,0,2832,1,NaN,NaN
131,-15.902941,7.909057,0,2830,1,NaN,NaN
132,-15.908378,7.914839,0,2828,1,NaN,NaN
133,-15.913814,7.920621,0,2828,1,NaN,NaN
134,-15.908378,7.920621,0,2828,1,NaN,NaN
135,-15.894785,7.909057,0,2829,1,NaN,NaN
136,-15.883909,7.903276,0,2831,1,NaN,NaN
137,-15.875752,7.900385,0,2832,1,NaN,NaN
138,-15.88119,7.903276,0,2834,1,NaN,NaN
139,-15.889347,7.920621,0,2834,1,NaN,NaN
140,-15.900222,7.940854,0,2832,1,NaN,NaN
141,-15.913814,7.952416,0,2831,1,NaN,NaN
142,-15.919251,7.937964,0,2831,1,NaN,NaN
143,-15.919251,7.906167,0,2831,1,NaN,NaN
144,-15.916533,7.880147,0,2830,1,NaN,NaN
145,-15.911096,7.871473,0,2829,1,NaN,NaN
146,-15.911096,7.883038,0,2829,1,NaN,NaN
147,-15.911096,7.900385,0,2829,1,NaN,NaN
148,-15.908378,7.91773,0,2829,1,NaN,NaN
149,-15.892066,7.926402,0,2830,1,NaN,NaN
150,-15.875752,7.935073,0,2831,1,NaN,NaN
151,-15.859435,7.932183,0,2831,1,NaN,NaN
152,-15.856715,7.937964,0,2830,1,NaN,NaN
153,-15.859435,7.943745,0,2829,1,NaN,NaN
154,-15.859435,7.943745,0,2828,1,NaN,NaN
155,-15.859435,7.926402,0,2828,1,NaN,NaN
156,-15.859435,7.906167,0,2830,1,NaN,NaN
157,-15.859435,7.888821,0,2832,1,NaN,NaN
158,-15.862155,7.888821,0,2834,1,NaN,NaN
159,-15.864874,7.888821,0,2833,1,NaN,NaN
160,-15.875752,7.888821,0,2833,1,NaN,NaN
161,-15.88119,7.883038,0,2834,1,NaN,NaN
162,-15.88119,7.880147,0,2833,1,NaN,NaN
163,-15.88119,7.883038,0,2830,1,NaN,NaN
164,-15.886628,7.891712,0,2830,1,NaN,NaN
165,-15.892066,7.891712,0,2832,1,NaN,NaN
166,-15.892066,7.888821,0,2833,1,NaN,NaN
167,-15.892066,7.885929,0,2831,1,NaN,NaN
168,-15.894785,7.891712,0,2830,1,NaN,NaN
169,-15.892066,7.894603,0,2830,1,NaN,NaN
170,-15.886628,7.894603,0,2830,1,NaN,NaN
171,-15.878471,7.888821,0,2830,1,NaN,NaN
172,-15.867594,7.868582,0,2830,1,NaN,NaN
173,-15.853996,7.848341,0,2830,1,NaN,NaN
174,-15.843116,7.845449,0,2830,1,NaN,NaN
175,-15.834955,7.859907,0,2829,1,NaN,NaN
176,-15.851276,7.880147,0,2829,1,NaN,NaN
177,-15.870313,7.880147,0,2828,1,NaN,NaN
178,-15.889347,7.877256,0,2829,1,NaN,NaN
179,-15.886628,7.871473,0,2831,1,NaN,NaN
180,-15.905659,7.877256,0,2833,1,NaN,NaN
181,-15.924687,7.885929,0,2833,1,NaN,NaN
182,-15.94371,7.897494,0,2833,1,NaN,NaN
183,-15.946428,7.906167,0,2833,1,NaN,NaN
184,-15.949145,7.91773,0,2833,1,NaN,NaN
185,-15.951862,7.932183,0,2832,1,NaN,NaN
186,-15.946428,7.940854,0,2833,1,NaN,NaN
187,-15.938275,7.943745,0,2834,1,NaN,NaN
188,-15.938275,7.940854,0,2835,1,NaN,NaN
189,-15.940993,7.91773,0,2836,1,NaN,NaN
190,-15.938275,7.894603,0,2836,1,NaN,NaN
191,-15.919251,7.86569,0,2836,1,NaN,NaN
192,-15.905659,7.862799,0,2833,1,NaN,NaN
193,-15.897504,7.86569,0,2831,1,NaN,NaN
194,-15.886628,7.862799,0,2829,1,NaN,NaN
195,-15.878471,7.857016,0,2830,1,NaN,NaN
196,-15.873033,7.868582,0,2831,1,NaN,NaN
197,-15.878471,7.885929,0,2832,1,NaN,NaN
198,-15.892066,7.903276,0,2834,1,NaN,NaN
199,-15.902941,7.926402,0,2837,1,NaN,NaN
200,-15.930122,7.949525,0,2837,1,NaN,NaN
201,-15.949145,7.966866,0,2836,1,NaN,NaN
202,-15.957297,7.961086,0,2835,1,NaN,NaN
203,-15.95458,7.955306,0,2835,1,NaN,NaN
204,-15.951862,7.949525,0,2835,1,NaN,NaN
205,-15.951862,7.952416,0,2834,1,NaN,NaN
206,-15.93284,7.949525,0,2833,1,NaN,NaN
207,-15.913814,7.949525,0,2832,1,NaN,NaN
208,-15.894785,7.949525,0,2833,1,NaN,NaN
209,-15.883909,7.943745,0,2835,1,NaN,NaN
210,-15.873033,7.929292,0,2836,1,NaN,NaN
211,-15.870313,7.91773,0,2837,1,NaN,NaN
212,-15.878471,7.91773,0,2838,1,NaN,NaN
213,-15.894785,7.929292,0,2838,1,NaN,NaN
214,-15.902941,7.952416,0,2838,1,NaN,NaN
215,-15.913814,7.987096,0,2839,1,NaN,NaN
216,-15.924687,8.01888,0,2839,1,NaN,NaN
217,-15.927405,8.007323,0,2840,1,NaN,NaN
218,-15.927405,7.978426,0,2840,1,NaN,NaN
219,-15.916533,7.972646,0,2841,1,NaN,NaN
220,-15.892066,7.992875,0,2839,1,NaN,NaN
221,-15.862155,7.987096,0,2838,1,NaN,NaN
222,-15.845836,7.958196,0,2838,1,NaN,NaN
223,-15.843116,7.932183,0,2840,1,NaN,NaN
224,-15.843116,7.926402,0,2842,1,NaN,NaN
225,-15.853996,7.923511,0,2842,1,NaN,NaN
226,-15.867594,7.943745,0,2843,1,NaN,NaN
227,-15.886628,7.963976,0,2843,1,NaN,NaN
228,-15.892066,7.981316,0,2840,1,NaN,NaN
229,-15.900222,7.987096,0,2836,1,NaN,NaN
230,-15.908378,7.995765,0,2835,1,NaN,NaN
231,-15.913814,8.001544,0,2838,1,NaN,NaN
232,-15.913814,8.001544,0,2840,1,NaN,NaN
233,-15.908378,7.998654,0,2839,1,NaN,NaN
234,-15.889347,8.007323,0,2840,1,NaN,NaN
235,-15.864874,8.015991,0,2841,1,NaN,NaN
236,-15.840395,7.998654,0,2842,1,NaN,NaN
237,-15.840395,7.975536,0,2842,1,NaN,NaN
238,-15.843116,7.952416,0,2842,1,NaN,NaN
239,-15.859435,7.952416,0,2841,1,NaN,NaN
240,-15.870313,7.952416,0,2841,1,NaN,NaN
241,-15.883909,7.961086,0,2840,1,NaN,NaN
242,-15.894785,7.972646,0,2841,1,NaN,NaN
243,-15.911096,7.981316,0,2842,1,NaN,NaN
244,-15.924687,7.995765,0,2842,1,NaN,NaN
245,-15.938275,8.013102,0,2843,1,NaN,NaN
246,-15.94371,8.027548,0,2843,1,NaN,NaN
247,-15.946428,8.033326,0,2842,1,NaN,NaN
248,-15.938275,8.033326,0,2841,1,NaN,NaN
249,-15.916533,8.027548,0,2842,1,NaN,NaN
250,-15.892066,8.024659,0,2844,1,NaN,NaN
251,-15.875752,8.033326,0,2846,1,NaN,NaN
252,-15.867594,8.044882,0,2845,1,NaN,NaN
253,-15.853996,8.02177,0,2845,1,NaN,NaN
254,-15.848556,7.995765,0,2846,1,NaN,NaN
255,-15.843116,7.966866,0,2848,1,NaN,NaN
256,-15.843116,7.963976,0,2850,1,NaN,NaN
257,-15.845836,7.963976,0,2850,1,NaN,NaN
258,-15.845836,7.963976,0,2850,1,NaN,NaN
259,-15.867594,7.972646,0,2850,1,NaN,NaN
260,-15.889347,7.987096,0,2849,1,NaN,NaN
261,-15.908378,8.004433,0,2850,1,NaN,NaN
262,-15.908378,8.01888,0,2852,1,NaN,NaN
263,-15.908378,8.024659,0,2854,1,NaN,NaN
264,-15.913814,8.024659,0,2854,1,NaN,NaN
265,-15.916533,8.02177,0,2853,1,NaN,NaN
266,-15.921969,8.047771,0,2853,1,NaN,NaN
267,-15.908378,8.07377,0,2854,1,NaN,NaN
268,-15.897504,8.099765,0,2855,1,NaN,NaN
269,-15.88119,8.096876,0,2854,1,NaN,NaN
270,-15.875752,8.088212,0,2851,1,NaN,NaN
271,-15.870313,8.079547,0,2849,1,NaN,NaN
272,-15.870313,8.085323,0,2850,1,NaN,NaN
273,-15.859435,8.099765,0,2850,1,NaN,NaN
274,-15.840395,8.0911,0,2848,1,NaN,NaN
275,-15.821352,8.065104,0,2846,1,NaN,NaN
276,-15.818631,8.047771,0,2844,1,NaN,NaN
277,-15.81319,8.047771,0,2844,1,NaN,NaN
278,-15.807748,8.047771,0,2846,1,NaN,NaN
279,-15.81319,8.05066,0,2847,1,NaN,NaN
280,-15.843116,8.056438,0,2847,1,NaN,NaN
281,-15.870313,8.065104,0,2848,1,NaN,NaN
282,-15.886628,8.067992,0,2850,1,NaN,NaN
283,-15.889347,8.059326,0,2851,1,NaN,NaN
284,-15.889347,8.05066,0,2852,1,NaN,NaN
285,-15.886628,8.053549,0,2853,1,NaN,NaN
286,-15.883909,8.065104,0,2855,1,NaN,NaN
287,-15.878471,8.076658,0,2856,1,NaN,NaN
288,-15.870313,8.07377,0,2856,1,NaN,NaN
289,-15.862155,8.067992,0,2854,1,NaN,NaN
290,-15.853996,8.065104,0,2852,1,NaN,NaN
291,-15.834955,8.062215,0,2850,1,NaN,NaN
292,-15.818631,8.062215,0,2850,1,NaN,NaN
293,-15.802305,8.059326,0,2851,1,NaN,NaN
294,-15.802305,8.059326,0,2851,1,NaN,NaN
295,-15.805027,8.059326,0,2850,1,NaN,NaN
296,-15.805027,8.062215,0,2850,1,NaN,NaN
297,-15.807748,8.067992,0,2849,1,NaN,NaN
298,-15.805027,8.056438,0,2851,1,NaN,NaN
299,-15.805027,8.044882,0,2852,1,NaN,NaN
300,-15.802305,8.027548,0,2853,1,NaN,NaN
301,-15.802305,8.024659,0,2853,1,NaN,NaN
302,-15.802305,8.024659,0,2855,1,NaN,NaN
303,-15.81319,8.033326,0,2856,1,NaN,NaN
304,-15.824073,8.041993,0,2858,1,NaN,NaN
305,-15.834955,8.047771,0,2857,1,NaN,NaN
306,-15.834955,8.05066,0,2856,1,NaN,NaN
307,-15.834955,8.05066,0,2857,1,NaN,NaN
308,-15.845836,8.053549,0,2857,1,NaN,NaN
309,-15.853996,8.056438,0,2856,1,NaN,NaN
310,-15.875752,8.062215,0,2859,1,NaN,NaN
311,-15.889347,8.067992,0,2862,1,NaN,NaN
312,-15.902941,8.070881,0,2865,1,NaN,NaN
313,-15.897504,8.059326,0,2864,1,NaN,NaN
314,-15.889347,8.041993,0,2863,1,NaN,NaN
315,-15.878471,8.024659,0,2863,1,NaN,NaN
316,-15.875752,8.030437,0,2864,1,NaN,NaN
317,-15.867594,8.047771,0,2865,1,NaN,NaN
318,-15.862155,8.067992,0,2865,1,NaN,NaN
319,-15.856715,8.082435,0,2865,1,NaN,NaN
320,-15.853996,8.085323,0,2868,1,NaN,NaN
321,-15.853996,8.085323,0,2870,1,NaN,NaN
322,-15.848556,8.070881,0,2872,1,NaN,NaN
323,-15.840395,8.056438,0,2871,1,NaN,NaN
324,-15.834955,8.044882,0,2871,1,NaN,NaN
325,-15.832234,8.044882,0,2872,1,NaN,NaN
326,-15.832234,8.062215,0,2870,1,NaN,NaN
327,-15.821352,8.070881,0,2867,1,NaN,NaN
328,-15.81319,8.079547,0,2865,1,NaN,NaN
329,-15.802305,8.070881,0,2865,1,NaN,NaN
330,-15.802305,8.070881,0,2865,1,NaN,NaN
331,-15.799584,8.07377,0,2864,1,NaN,NaN
332,-15.799584,8.085323,0,2864,1,NaN,NaN
333,-15.799584,8.093988,0,2866,1,NaN,NaN
334,-15.807748,8.099765,0,2868,1,NaN,NaN
335,-15.815911,8.102653,0,2868,1,NaN,NaN
336,-15.832234,8.108429,0,2868,1,NaN,NaN
337,-15.845836,8.117093,0,2869,1,NaN,NaN
338,-15.856715,8.122868,0,2871,1,NaN,NaN
339,-15.853996,8.122868,0,2874,1,NaN,NaN
340,-15.851276,8.122868,0,2876,1,NaN,NaN
341,-15.853996,8.128644,0,2877,1,NaN,NaN
342,-15.856715,8.128644,0,2877,1,NaN,NaN
343,-15.848556,8.114205,0,2877,1,NaN,NaN
344,-15.834955,8.099765,0,2879,1,NaN,NaN
345,-15.821352,8.079547,0,2882,1,NaN,NaN
346,-15.818631,8.067992,0,2885,1,NaN,NaN
347,-15.824073,8.062215,0,2884,1,NaN,NaN
348,-15.840395,8.065104,0,2883,1,NaN,NaN
349,-15.856715,8.070881,0,2883,1,NaN,NaN
350,-15.864874,8.07377,0,2884,1,NaN,NaN
351,-15.864874,8.07377,0,2884,1,NaN,NaN
352,-15.862155,8.062215,0,2883,1,NaN,NaN
353,-15.862155,8.056438,0,2884,1,NaN,NaN
354,-15.859435,8.05066,0,2886,1,NaN,NaN
355,-15.870313,8.047771,0,2889,1,NaN,NaN
356,-15.883909,8.044882,0,2891,1,NaN,NaN
357,-15.897504,8.041993,0,2892,1,NaN,NaN
358,-15.900222,8.036215,0,2890,1,NaN,NaN
359,-15.894785,8.033326,0,2889,1,NaN,NaN
360,-15.875752,8.024659,0,2888,1,NaN,NaN
361,-15.862155,8.015991,0,2888,1,NaN,NaN
362,-15.853996,8.010212,0,2891,1,NaN,NaN
363,-15.859435,8.01888,0,2894,1,NaN,NaN
364,-15.867594,8.02177,0,2896,1,NaN,NaN
365,-15.873033,8.027548,0,2895,1,NaN,NaN
366,-15.878471,8.039104,0,2894,1,NaN,NaN
367,-15.88119,8.05066,0,2892,1,NaN,NaN
368,-15.883909,8.062215,0,2890,1,NaN,NaN
369,-15.88119,8.047771,0,2888,1,NaN,NaN
370,-15.889347,8.041993,0,2888,1,NaN,NaN
371,-15.894785,8.036215,0,2888,1,NaN,NaN
372,-15.900222,8.044882,0,2887,1,NaN,NaN
373,-15.894785,8.044882,0,2888,1,NaN,NaN
374,-15.889347,8.033326,0,2890,1,NaN,NaN
375,-15.886628,8.027548,0,2892,1,NaN,NaN
376,-15.889347,8.02177,0,2893,1,NaN,NaN
377,-15.892066,8.030437,0,2893,1,NaN,NaN
378,-15.894785,8.039104,0,2894,1,NaN,NaN
379,-15.894785,8.047771,0,2896,1,NaN,NaN
380,-15.892066,8.056438,0,2899,1,NaN,NaN
381,-15.892066,8.053549,0,2898,1,NaN,NaN
382,-15.911096,8.056438,0,2896,2,NaN,NaN
383,-15.93284,8.056438,0,2895,2,NaN,NaN
384,-15.94371,8.067992,0,2895,2,NaN,NaN
385,-15.911096,8.099765,0,2895,2,NaN,NaN
386,-15.818631,8.131532,0,2895,2,NaN,NaN
387,-15.731529,8.160406,0,2895,2,NaN,NaN
388,-15.619819,8.192164,0,2892,2,NaN,NaN
389,-15.507987,8.215257,0,2890,2,NaN,NaN
390,-15.2949,8.200824,0,2888,2,NaN,NaN
391,-15.029302,8.131532,0,2890,2,NaN,NaN
392,-14.680559,8.001544,0,2896,2,NaN,NaN
393,-14.327942,7.839666,0,2907,2,NaN,NaN
394,-13.932688,7.668979,0,2917,2,NaN,NaN
395,-13.53052,7.524222,0,2926,2,NaN,NaN
396,-13.082379,7.379368,0,2931,2,NaN,NaN
397,-12.627006,7.205418,0,2943,2,NaN,NaN
398,-12.19528,7.013919,0,2956,2,NaN,NaN
399,-11.784678,6.758343,0,2974,2,NaN,NaN
400,-11.384144,6.479224,0,2990,2,NaN,NaN
401,-10.968316,6.205621,0,3003,2,NaN,NaN
402,-10.542793,5.987116,0,3015,2,NaN,NaN
403,-10.118939,5.806352,0,3025,2,NaN,NaN
404,-9.728229,5.654655,0,3033,2,NaN,NaN
405,-9.36522,5.497039,0,3039,2,NaN,NaN
406,-9.012919,5.37147,0,3042,2,NaN,NaN
407,-8.657057,5.219549,0,3049,2,NaN,NaN
408,-8.286131,5.108484,0,3058,2,NaN,NaN
409,-7.926037,4.971061,0,3068,2,NaN,NaN
410,-7.579753,4.862836,0,3073,2,NaN,NaN
411,-7.227125,4.737018,0,3074,2,NaN,NaN
412,-6.891329,4.649211,0,3076,2,NaN,NaN
413,-6.586963,4.570165,0,3080,2,NaN,NaN
414,-6.270608,4.502817,0,3083,2,NaN,NaN
415,-5.942238,4.423739,0,3087,2,NaN,NaN
416,-5.62803,4.247951,0,3090,2,NaN,NaN
417,-5.383411,4.06622,0,3093,2,NaN,NaN
418,-5.170664,3.831607,0,3095,2,NaN,NaN
419,-4.986946,3.681974,0,3095,2,NaN,NaN
420,-4.881918,3.48532,0,3098,2,NaN,NaN
421,-4.846901,3.300332,0,3100,2,NaN,NaN
422,-4.835228,3.077081,0,3107,2,NaN,NaN
423,-4.835228,2.886068,0,3112,2,NaN,NaN
424,-4.855656,2.771428,0,3116,2,NaN,NaN
425,-4.934436,2.730271,0,3116,2,NaN,NaN
426,-5.05403,2.75673,0,3119,2,NaN,NaN
427,-5.193986,2.803765,0,3121,2,NaN,NaN
428,-5.287256,2.891946,0,3123,2,NaN,NaN
429,-5.345535,3.033007,0,3119,2,NaN,NaN
430,-5.33388,3.159343,0,3115,2,NaN,NaN
431,-5.301827,3.268026,0,3110,2,NaN,NaN
432,-5.261027,3.359066,0,3106,2,NaN,NaN
433,-5.223136,3.438346,0,3100,2,NaN,NaN
434,-5.199816,3.482384,0,3094,2,NaN,NaN
435,-5.156087,3.491192,0,3092,2,NaN,NaN
436,-5.080276,3.491192,0,3088,2,NaN,NaN
437,-4.95194,3.479449,0,3085,2,NaN,NaN
438,-4.803125,3.406048,0,3082,2,NaN,NaN
439,-4.700959,3.306206,0,3080,1,NaN,NaN
440,-4.645485,3.185781,0,3079,1,NaN,NaN
441,-4.627965,3.06239,0,3079,1,NaN,NaN
442,-4.613364,2.96542,0,3079,1,NaN,NaN
443,-4.607524,2.868432,0,3079,1,NaN,NaN
444,-4.607524,2.815523,0,3080,1,NaN,NaN
445,-4.607524,2.765549,0,3079,1,NaN,NaN
446,-4.598763,2.74203,0,3077,1,NaN,NaN
447,-4.581241,2.730271,0,3076,1,NaN,NaN
448,-4.563718,2.721451,0,3077,1,NaN,NaN
449,-4.537432,2.70675,0,3078,1,NaN,NaN
450,-4.514064,2.69205,0,3083,1,NaN,NaN
451,-4.490696,2.683229,0,3088,1,NaN,NaN
452,-4.487774,2.677349,0,3093,1,NaN,NaN
453,-4.481932,2.659708,0,3094,1,NaN,NaN
454,-4.476089,2.639125,0,3095,1,NaN,NaN
455,-4.467325,2.621483,0,3097,1,NaN,NaN
456,-4.458561,2.627363,0,3097,1,NaN,NaN
457,-4.441032,2.630304,0,3100,1,NaN,NaN
458,-4.432267,2.633244,0,3103,1,NaN,NaN
459,-4.423502,2.630304,0,3105,1,NaN,NaN
460,-4.423502,2.627363,0,3106,1,NaN,NaN
461,-4.420581,2.627363,0,3105,1,NaN,NaN
462,-4.420581,2.633244,0,3105,1,NaN,NaN
463,-4.417659,2.636185,0,3104,1,NaN,NaN
464,-4.414737,2.639125,0,3104,1,NaN,NaN
465,-4.411815,2.639125,0,3105,1,NaN,NaN
466,-4.405972,2.630304,0,3106,1,NaN,NaN
467,-4.40305,2.615602,0,3108,1,NaN,NaN
468,-4.400128,2.603839,0,3110,1,NaN,NaN
469,-4.414737,2.603839,0,3111,1,NaN,NaN
470,-4.429346,2.603839,0,3113,1,NaN,NaN
471,-4.443954,2.600899,0,3112,1,NaN,NaN
472,-4.441032,2.595018,0,3111,1,NaN,NaN
473,-4.443954,2.592077,0,3110,1,NaN,NaN
474,-4.449797,2.592077,0,3111,1,NaN,NaN
475,-4.452718,2.595018,0,3111,1,NaN,NaN
476,-4.45564,2.60678,0,3112,1,NaN,NaN
477,-4.443954,2.612661,0,3112,1,NaN,NaN
478,-4.438111,2.627363,0,3109,1,NaN,NaN
479,-4.414737,2.630304,0,3107,1,NaN,NaN
480,-4.397206,2.633244,0,3106,1,NaN,NaN
481,-4.37383,2.630304,0,3106,1,NaN,NaN
482,-4.359219,2.633244,0,3106,1,NaN,NaN
483,-4.344608,2.639125,0,3106,1,NaN,NaN
484,-4.321228,2.612661,0,3106,1,NaN,NaN
485,-4.303693,2.583255,0,3107,1,NaN,NaN
486,-4.289079,2.545026,0,3109,1,NaN,NaN
487,-4.286157,2.539144,0,3111,1,NaN,NaN
488,-4.283234,2.530321,0,3112,1,NaN,NaN
489,-4.277388,2.515617,0,3113,1,NaN,NaN
490,-4.283234,2.503853,0,3114,1,NaN,NaN
491,-4.292002,2.492088,0,3116,1,NaN,NaN
492,-4.309538,2.495029,0,3117,1,NaN,NaN
493,-4.318306,2.495029,0,3120,1,NaN,NaN
494,-4.329996,2.480324,0,3121,1,NaN,NaN
495,-4.341685,2.465618,0,3123,1,NaN,NaN
496,-4.350452,2.450912,0,3123,1,NaN,NaN
497,-4.365063,2.453853,0,3123,1,NaN,NaN
