n,x,y,val,dP,lab,xT,yT
134,0.446749,-5.460409,0,7263,1,NaN,NaN
135,0.434993,-5.457489,0,7262,1,NaN,NaN
136,0.426176,-5.457489,0,7264,1,NaN,NaN
137,0.41442,-5.457489,0,7267,1,NaN,NaN
138,0.41442,-5.454569,0,7269,1,NaN,NaN
139,0.420298,-5.454569,0,7270,1,NaN,NaN
140,0.429115,-5.457489,0,7269,1,NaN,NaN
141,0.437932,-5.463329,0,7270,1,NaN,NaN
142,0.449688,-5.469168,0,7271,1,NaN,NaN
143,0.458505,-5.466249,0,7272,1,NaN,NaN
144,0.458505,-5.460409,0,7273,1,NaN,NaN
145,0.449688,-5.448729,0,7275,1,NaN,NaN
146,0.44381,-5.445808,0,7276,1,NaN,NaN
147,0.437932,-5.454569,0,7276,1,NaN,NaN
148,0.440871,-5.483767,0,7273,1,NaN,NaN
149,0.44381,-5.512963,0,7271,2,NaN,NaN
150,0.44381,-5.530479,0,7272,2,NaN,NaN
151,0.429115,-5.530479,0,7276,2,NaN,NaN
152,0.396786,-5.512963,0,7281,2,NaN,NaN
153,0.355639,-5.480848,0,7285,2,NaN,NaN
154,0.288039,-5.431208,0,7290,2,NaN,NaN
155,0.199865,-5.381559,0,7303,2,NaN,NaN
156,0.064662,-5.273474,0,7314,2,NaN,NaN
157,-0.082298,-5.162428,0,7329,2,NaN,NaN
158,-0.246891,-4.975315,0,7340,2,NaN,NaN
159,-0.411481,-4.843687,0,7350,2,NaN,NaN
160,-0.55843,-4.641759,0,7356,2,NaN,NaN
161,-0.743576,-4.492434,0,7354,2,NaN,NaN
162,-0.922829,-4.287377,0,7350,2,NaN,NaN
163,-1.119692,-4.082211,0,7346,2,NaN,NaN
164,-1.272464,-3.844674,0,7338,2,NaN,NaN
165,-1.416405,-3.604069,0,7325,2,NaN,NaN
166,-1.53977,-3.366274,0,7311,2,NaN,NaN
167,-1.663119,-3.137176,0,7296,2,NaN,NaN
168,-1.792327,-2.905038,0,7279,2,NaN,NaN
169,-1.945002,-2.687506,0,7264,2,NaN,NaN
170,-2.074168,-2.466955,0,7240,2,NaN,NaN
171,-2.179833,-2.237505,0,7226,2,NaN,NaN
172,-2.311894,-2.031526,0,7212,2,NaN,NaN
173,-2.438063,-1.816664,0,7197,2,NaN,NaN
174,-2.59354,-1.601751,0,7181,2,NaN,NaN
175,-2.710856,-1.401517,0,7162,2,NaN,NaN
176,-2.84281,-1.165905,0,7155,2,NaN,NaN
177,-2.977664,-0.983278,0,7151,2,NaN,NaN
178,-3.08611,-0.768223,0,7151,2,NaN,NaN
179,-3.191604,-0.641537,0,7150,2,NaN,NaN
180,-3.241413,-0.503059,0,7150,2,NaN,NaN
181,-3.297076,-0.3852,0,7151,2,NaN,NaN
182,-3.36445,-0.261446,0,7151,2,NaN,NaN
183,-3.4406,-0.178941,0,7151,2,NaN,NaN
184,-3.546018,-0.102329,0,7151,2,NaN,NaN
185,-3.619211,-0.022769,0,7150,2,NaN,NaN
186,-3.724588,0.07447,0,7150,2,NaN,NaN
187,-3.832866,0.162868,0,7150,2,NaN,NaN
188,-3.935266,0.23948,0,7149,2,NaN,NaN
189,-3.996694,0.316091,0,7150,2,NaN,NaN
190,-4.052264,0.380915,0,7150,2,NaN,NaN
191,-4.104902,0.466362,0,7150,2,NaN,NaN
192,-4.154609,0.53413,0,7151,2,NaN,NaN
193,-4.16338,0.596003,0,7154,2,NaN,NaN
194,-4.172151,0.637252,0,7159,2,NaN,NaN
195,-4.175075,0.672607,0,7162,1,NaN,NaN
196,-4.172151,0.705015,0,7166,1,NaN,NaN
197,-4.169228,0.719746,0,7167,1,NaN,NaN
198,-4.154609,0.737423,0,7168,1,NaN,NaN
199,-4.137066,0.746261,0,7168,1,NaN,NaN
200,-4.119522,0.752154,0,7173,1,NaN,NaN
201,-4.11075,0.752154,0,7178,1,NaN,NaN
202,-4.075659,0.749208,0,7183,1,NaN,NaN
203,-4.037641,0.725638,0,7185,1,NaN,NaN
204,-4.014243,0.705015,0,7187,1,NaN,NaN
205,-3.987919,0.672607,0,7190,1,NaN,NaN
206,-3.952818,0.663768,0,7190,1,NaN,NaN
207,-3.911863,0.654929,0,7191,1,NaN,NaN
208,-3.876755,0.657875,0,7190,1,NaN,NaN
209,-3.850422,0.660822,0,7184,1,NaN,NaN
210,-3.824088,0.663768,0,7179,1,NaN,NaN
211,-3.812383,0.66966,0,7174,1,NaN,NaN
212,-3.771414,0.672607,0,7169,1,NaN,NaN
213,-3.733369,0.657875,0,7163,1,NaN,NaN
214,-3.698246,0.628413,0,7157,1,NaN,NaN
215,-3.707027,0.59895,0,7155,1,NaN,NaN
216,-3.712881,0.587164,0,7155,1,NaN,NaN
217,-3.689465,0.581272,0,7154,1,NaN,NaN
218,-3.663121,0.575379,0,7150,1,NaN,NaN
219,-3.633848,0.56654,0,7147,1,NaN,NaN
220,-3.630921,0.563594,0,7144,1,NaN,NaN
221,-3.622139,0.563594,0,7142,1,NaN,NaN
222,-3.607501,0.551808,0,7139,1,NaN,NaN
223,-3.592863,0.540023,0,7138,1,NaN,NaN
224,-3.587008,0.528237,0,7140,1,NaN,NaN
225,-3.587008,0.528237,0,7141,1,NaN,NaN
226,-3.58408,0.510559,0,7140,1,NaN,NaN
227,-3.578224,0.489934,0,7142,1,NaN,NaN
228,-3.572369,0.448684,0,7147,1,NaN,NaN
229,-3.572369,0.431005,0,7150,1,NaN,NaN
230,-3.575297,0.41038,0,7148,1,NaN,NaN
231,-3.575297,0.41038,0,7148,1,NaN,NaN
232,-3.569441,0.413326,0,7150,1,NaN,NaN
233,-3.560658,0.413326,0,7153,1,NaN,NaN
234,-3.540162,0.407433,0,7154,1,NaN,NaN
235,-3.525522,0.398594,0,7154,1,NaN,NaN
236,-3.513809,0.389754,0,7155,1,NaN,NaN
237,-3.516738,0.392701,0,7156,1,NaN,NaN
238,-3.522594,0.392701,0,7152,1,NaN,NaN
239,-3.52845,0.398594,0,7146,1,NaN,NaN
240,-3.519666,0.398594,0,7141,1,NaN,NaN
241,-3.502097,0.386808,0,7140,1,NaN,NaN
242,-3.484527,0.366182,0,7142,1,NaN,NaN
243,-3.484527,0.330824,0,7145,1,NaN,NaN
244,-3.484527,0.313144,0,7147,1,NaN,NaN
245,-3.466957,0.298412,0,7145,1,NaN,NaN
246,-3.449386,0.295465,0,7143,1,NaN,NaN
247,-3.434743,0.292518,0,7142,1,NaN,NaN
248,-3.437671,0.292518,0,7145,1,NaN,NaN
249,-3.425956,0.289572,0,7148,1,NaN,NaN
250,-3.411313,0.289572,0,7147,1,NaN,NaN
251,-3.396669,0.283679,0,7144,1,NaN,NaN
252,-3.390811,0.280732,0,7140,1,NaN,NaN
253,-3.387882,0.274839,0,7138,1,NaN,NaN
254,-3.379095,0.271892,0,7137,1,NaN,NaN
255,-3.373237,0.280732,0,7137,1,NaN,NaN
256,-3.36445,0.289572,0,7141,1,NaN,NaN
257,-3.367379,0.295465,0,7148,1,NaN,NaN
258,-3.370308,0.283679,0,7154,1,NaN,NaN
259,-3.384953,0.263053,0,7156,1,NaN,NaN
260,-3.39374,0.242427,0,7154,1,NaN,NaN
261,-3.390811,0.233587,0,7151,1,NaN,NaN
262,-3.373237,0.236533,0,7149,1,NaN,NaN
263,-3.361521,0.221801,0,7148,1,NaN,NaN
264,-3.370308,0.201174,0,7150,1,NaN,NaN
265,-3.376166,0.192335,0,7152,1,NaN,NaN
266,-3.379095,0.204121,0,7150,1,NaN,NaN
267,-3.376166,0.212961,0,7147,1,NaN,NaN
268,-3.379095,0.212961,0,7145,1,NaN,NaN
269,-3.382024,0.210014,0,7148,1,NaN,NaN
270,-3.384953,0.210014,0,7153,1,NaN,NaN
271,-3.373237,0.183495,0,7157,1,NaN,NaN
272,-3.36445,0.159922,0,7160,1,NaN,NaN
273,-3.361521,0.139295,0,7159,1,NaN,NaN
274,-3.361521,0.142242,0,7159,1,NaN,NaN
275,-3.361521,0.142242,0,7158,1,NaN,NaN
276,-3.361521,0.159922,0,7155,1,NaN,NaN
277,-3.36445,0.180548,0,7152,1,NaN,NaN
278,-3.367379,0.192335,0,7150,1,NaN,NaN
279,-3.36445,0.177601,0,7148,1,NaN,NaN
280,-3.358592,0.162868,0,7147,1,NaN,NaN
281,-3.355662,0.168762,0,7147,1,NaN,NaN
282,-3.352733,0.186441,0,7147,1,NaN,NaN
283,-3.352733,0.195281,0,7149,1,NaN,NaN
284,-3.349804,0.183495,0,7149,1,NaN,NaN
285,-3.343946,0.171708,0,7149,1,NaN,NaN
286,-3.338087,0.162868,0,7152,1,NaN,NaN
287,-3.332229,0.162868,0,7153,1,NaN,NaN
288,-3.338087,0.162868,0,7155,1,NaN,NaN
289,-3.343946,0.159922,0,7158,1,NaN,NaN
290,-3.343946,0.156975,0,7164,1,NaN,NaN
291,-3.341017,0.154029,0,7169,1,NaN,NaN
292,-3.338087,0.156975,0,7168,1,NaN,NaN
293,-3.335158,0.159922,0,7167,1,NaN,NaN
294,-3.3293,0.145189,0,7166,1,NaN,NaN
295,-3.323441,0.127509,0,7166,1,NaN,NaN
296,-3.32637,0.109829,0,7167,1,NaN,NaN
297,-3.3293,0.106883,0,7168,1,NaN,NaN
298,-3.332229,0.095096,0,7171,1,NaN,NaN
299,-3.3293,0.083309,0,7173,1,NaN,NaN
300,-3.32637,0.062683,0,7175,1,NaN,NaN
301,-3.317582,0.053843,0,7173,1,NaN,NaN
302,-3.311724,0.062683,0,7171,1,NaN,NaN
303,-3.300006,0.077416,0,7170,1,NaN,NaN
304,-3.291217,0.089203,0,7169,1,NaN,NaN
305,-3.291217,0.086256,0,7167,1,NaN,NaN
306,-3.305865,0.092149,0,7166,1,NaN,NaN
307,-3.320512,0.100989,0,7166,1,NaN,NaN
308,-3.335158,0.109829,0,7166,1,NaN,NaN
309,-3.343946,0.106883,0,7164,1,NaN,NaN
310,-3.349804,0.092149,0,7161,1,NaN,NaN
311,-3.343946,0.077416,0,7158,1,NaN,NaN
312,-3.338087,0.092149,0,7157,1,NaN,NaN
313,-3.3293,0.121616,0,7159,1,NaN,NaN
314,-3.335158,0.154029,0,7163,1,NaN,NaN
315,-3.338087,0.154029,0,7169,1,NaN,NaN
316,-3.341017,0.156975,0,7175,1,NaN,NaN
317,-3.338087,0.156975,0,7176,1,NaN,NaN
318,-3.341017,0.156975,0,7175,1,NaN,NaN
319,-3.355662,0.145189,0,7174,1,NaN,NaN
320,-3.367379,0.136349,0,7173,1,NaN,NaN
321,-3.367379,0.127509,0,7171,1,NaN,NaN
322,-3.358592,0.127509,0,7172,1,NaN,NaN
323,-3.349804,0.127509,0,7173,1,NaN,NaN
324,-3.349804,0.124562,0,7174,1,NaN,NaN
325,-3.352733,0.121616,0,7172,1,NaN,NaN
326,-3.349804,0.118669,0,7174,1,NaN,NaN
327,-3.346875,0.115722,0,7175,1,NaN,NaN
328,-3.341017,0.092149,0,7177,1,NaN,NaN
329,-3.338087,0.068576,0,7177,1,NaN,NaN
330,-3.338087,0.03911,0,7177,1,NaN,NaN
331,-3.343946,0.033217,0,7177,1,NaN,NaN
332,-3.349804,0.050896,0,7177,1,NaN,NaN
333,-3.352733,0.07447,0,7176,1,NaN,NaN
334,-3.352733,0.095096,0,7177,1,NaN,NaN
335,-3.349804,0.098043,0,7178,1,NaN,NaN
336,-3.352733,0.103936,0,7179,1,NaN,NaN
337,-3.352733,0.106883,0,7178,1,NaN,NaN
338,-3.332229,0.112776,0,7177,1,NaN,NaN
339,-3.308794,0.121616,0,7174,1,NaN,NaN
340,-3.288288,0.124562,0,7172,1,NaN,NaN
341,-3.294147,0.118669,0,7169,1,NaN,NaN
342,-3.300006,0.112776,0,7168,1,NaN,NaN
343,-3.317582,0.112776,0,7167,1,NaN,NaN
344,-3.335158,0.109829,0,7168,1,NaN,NaN
345,-3.355662,0.103936,0,7172,1,NaN,NaN
346,-3.343946,0.098043,0,7176,1,NaN,NaN
347,-3.320512,0.092149,0,7178,1,NaN,NaN
348,-3.305865,0.092149,0,7177,1,NaN,NaN
349,-3.302935,0.086256,0,7177,1,NaN,NaN
350,-3.311724,0.080363,0,7177,1,NaN,NaN
351,-3.308794,0.071523,0,7177,1,NaN,NaN
352,-3.302935,0.068576,0,7178,1,NaN,NaN
353,-3.294147,0.06563,0,7179,1,NaN,NaN
354,-3.291217,0.059736,0,7180,1,NaN,NaN
355,-3.294147,0.053843,0,7180,1,NaN,NaN
356,-3.297076,0.059736,0,7181,1,NaN,NaN
357,-3.282429,0.068576,0,7182,1,NaN,NaN
358,-3.267781,0.080363,0,7177,1,NaN,NaN
359,-3.256062,0.089203,0,7171,1,NaN,NaN
360,-3.261921,0.100989,0,7167,1,NaN,NaN
361,-3.27071,0.109829,0,7169,1,NaN,NaN
362,-3.27071,0.098043,0,7170,1,NaN,NaN
363,-3.267781,0.086256,0,7169,1,NaN,NaN
364,-3.267781,0.06563,0,7167,1,NaN,NaN
365,-3.27364,0.050896,0,7166,1,NaN,NaN
366,-3.279499,0.045003,0,7165,1,NaN,NaN
367,-3.288288,0.050896,0,7166,1,NaN,NaN
368,-3.294147,0.05679,0,7168,1,NaN,NaN
369,-3.300006,0.05679,0,7170,1,NaN,NaN
370,-3.300006,0.059736,0,7170,1,NaN,NaN
371,-3.291217,0.05679,0,7168,1,NaN,NaN
372,-3.285358,0.05679,0,7164,1,NaN,NaN
373,-3.27364,0.050896,0,7161,1,NaN,NaN
374,-3.279499,0.053843,0,7161,1,NaN,NaN
375,-3.282429,0.050896,0,7160,1,NaN,NaN
376,-3.267781,0.053843,0,7159,1,NaN,NaN
377,-3.247273,0.059736,0,7160,1,NaN,NaN
378,-3.229694,0.068576,0,7164,1,NaN,NaN
379,-3.232624,0.07447,0,7168,1,NaN,NaN
380,-3.238483,0.077416,0,7170,1,NaN,NaN
381,-3.223834,0.077416,0,7170,1,NaN,NaN
382,-3.209184,0.077416,0,7165,1,NaN,NaN
383,-3.197464,0.024377,0,7160,1,NaN,NaN
384,-3.200394,-0.028663,0,7156,1,NaN,NaN
385,-3.194534,-0.081702,0,7155,1,NaN,NaN
386,-3.179884,-0.090542,0,7155,2,NaN,NaN
387,-3.159372,-0.099382,0,7157,2,NaN,NaN
388,-3.150581,-0.081702,0,7163,2,NaN,NaN
389,-3.150581,-0.034556,0,7174,2,NaN,NaN
390,-3.153512,0.033217,0,7181,2,NaN,NaN
391,-3.150581,0.127509,0,7186,2,NaN,NaN
392,-3.150581,0.221801,0,7190,2,NaN,NaN
393,-3.150581,0.348503,0,7195,2,NaN,NaN
394,-3.165233,0.50172,0,7195,2,NaN,NaN
395,-3.194534,0.719746,0,7191,2,NaN,NaN
396,-3.223834,0.958372,0,7183,2,NaN,NaN
397,-3.253132,1.226419,0,7163,2,NaN,NaN
398,-3.279499,1.529746,0,7141,2,NaN,NaN
399,-3.338087,1.847706,0,7119,2,NaN,NaN
400,-3.39374,2.168495,0,7094,2,NaN,NaN
401,-3.4611,2.456795,0,7068,2,NaN,NaN
402,-3.507953,2.75673,0,7031,2,NaN,NaN
403,-3.551874,3.012438,0,7011,2,NaN,NaN
404,-3.575297,3.300332,0,6978,2,NaN,NaN
405,-3.619211,3.564579,0,6946,2,NaN,NaN
406,-3.663121,3.869741,0,6910,2,NaN,NaN
407,-3.718735,4.157096,0,6880,2,NaN,NaN
408,-3.765561,4.476459,0,6860,2,NaN,NaN
409,-3.812383,4.789692,0,6837,2,NaN,NaN
410,-3.850422,5.126024,0,6815,2,NaN,NaN
411,-3.891384,5.386073,0,6795,2,NaN,NaN
412,-3.929415,5.619636,0,6769,2,NaN,NaN
413,-4.008394,5.879255,0,6749,2,NaN,NaN
414,-4.078584,6.129893,0,6727,2,NaN,NaN
415,-4.16338,6.394846,0,6719,2,NaN,NaN
416,-4.21308,6.560666,0,6711,2,NaN,NaN
417,-4.254005,6.743813,0,6704,2,NaN,NaN
418,-4.277388,6.903591,0,6696,2,NaN,NaN
419,-4.268619,7.074868,0,6689,2,NaN,NaN
420,-4.268619,7.286612,0,6680,2,NaN,NaN
421,-4.268619,7.501052,0,6671,2,NaN,NaN
422,-4.289079,7.735534,0,6664,2,NaN,NaN
423,-4.303693,7.894603,0,6659,2,NaN,NaN
424,-4.321228,8.07377,0,6659,2,NaN,NaN
425,-4.335841,8.223916,0,6658,2,NaN,NaN
426,-4.344608,8.359528,0,6657,2,NaN,NaN
427,-4.344608,8.474868,0,6656,2,NaN,NaN
428,-4.34753,8.584377,0,6651,2,NaN,NaN
429,-4.344608,8.693823,0,6645,2,NaN,NaN
430,-4.338763,8.739886,0,6644,2,NaN,NaN
431,-4.30077,8.745643,0,6647,2,NaN,NaN
432,-4.265697,8.791694,0,6652,2,NaN,NaN
433,-4.23062,8.834856,0,6655,2,NaN,NaN
434,-4.201387,8.895266,0,6661,2,NaN,NaN
435,-4.186769,8.918274,0,6666,1,NaN,NaN
436,-4.16338,8.944154,0,6669,1,NaN,NaN
437,-4.148761,8.938404,0,6670,1,NaN,NaN
438,-4.122446,8.912522,0,6670,1,NaN,NaN
439,-4.099053,8.883761,0,6669,1,NaN,NaN
440,-4.081508,8.863625,0,6669,1,NaN,NaN
441,-4.066886,8.852118,0,6670,1,NaN,NaN
442,-4.049339,8.829102,0,6674,1,NaN,NaN
443,-3.999619,8.791694,0,6678,1,NaN,NaN
444,-3.952818,8.762914,0,6677,1,NaN,NaN
445,-3.914788,8.742765,0,6673,1,NaN,NaN
446,-3.911863,8.739886,0,6668,1,NaN,NaN
447,-3.906012,8.725493,0,6666,1,NaN,NaN
448,-3.894309,8.711098,0,6667,1,NaN,NaN
449,-3.882606,8.690944,0,6668,1,NaN,NaN
450,-3.873829,8.670787,0,6663,1,NaN,NaN
451,-3.867978,8.653508,0,6656,1,NaN,NaN
452,-3.865052,8.641988,0,6651,1,NaN,NaN
453,-3.850422,8.624707,0,6652,1,NaN,NaN
454,-3.835792,8.610304,0,6651,1,NaN,NaN
455,-3.818236,8.598781,0,6648,1,NaN,NaN
456,-3.818236,8.601662,0,6645,1,NaN,NaN
457,-3.832866,8.604543,0,6641,1,NaN,NaN
458,-3.847496,8.607424,0,6637,1,NaN,NaN
459,-3.862126,8.578615,0,6629,1,NaN,NaN
460,-3.856274,8.549802,0,6623,1,NaN,NaN
461,-3.847496,8.520985,0,6615,1,NaN,NaN
462,-3.847496,8.520985,0,6614,1,NaN,NaN
463,-3.853348,8.518103,0,6612,1,NaN,NaN
464,-3.8592,8.518103,0,6612,1,NaN,NaN
465,-3.8592,8.515221,0,6611,1,NaN,NaN
466,-3.862126,8.515221,0,6610,1,NaN,NaN
467,-3.862126,8.515221,0,6609,1,NaN,NaN
468,-3.862126,8.512339,0,6606,1,NaN,NaN
469,-3.8592,8.50081,0,6602,1,NaN,NaN
470,-3.856274,8.474868,0,6601,1,NaN,NaN
471,-3.865052,8.454688,0,6602,1,NaN,NaN
472,-3.873829,8.43739,0,6604,1,NaN,NaN
473,-3.873829,8.434507,0,6604,1,NaN,NaN
474,-3.862126,8.42874,0,6604,1,NaN,NaN
475,-3.856274,8.425857,0,6605,1,NaN,NaN
476,-3.867978,8.422973,0,6602,1,NaN,NaN
477,-3.885532,8.414323,0,6597,1,NaN,NaN
478,-3.90016,8.402789,0,6592,1,NaN,NaN
479,-3.906012,8.394137,0,6585,1,NaN,NaN
480,-3.891384,8.388369,0,6580,1,NaN,NaN
481,-3.876755,8.371065,0,6577,1,NaN,NaN
482,-3.882606,8.350875,0,6579,1,NaN,NaN
483,-3.903086,8.333567,0,6578,1,NaN,NaN
484,-3.923565,8.330682,0,6571,1,NaN,NaN
485,-3.920639,8.322028,0,6564,1,NaN,NaN
486,-3.917714,8.313373,0,6561,1,NaN,NaN
487,-3.917714,8.307603,0,6561,1,NaN,NaN
488,-3.917714,8.296062,0,6558,1,NaN,NaN
489,-3.920639,8.278749,0,6556,1,NaN,NaN
490,-3.923565,8.264321,0,6553,1,NaN,NaN
491,-3.92649,8.258549,0,6551,1,NaN,NaN
492,-3.932341,8.264321,0,6550,1,NaN,NaN
493,-3.929415,8.278749,0,6548,1,NaN,NaN
494,-3.923565,8.290291,0,6542,1,NaN,NaN
495,-3.914788,8.275864,0,6537,1,NaN,NaN
496,-3.914788,8.261435,0,6531,1,NaN,NaN
